"Country","Zone","Product_Category","Customer_Rating","Feedback_Type","Volume_of_Feedback","Date"
"Brazil","West","Water","3","Positive","248","2024-11-06"
"China","East","Juices","3","Negative","241","2024-11-06"
"Brazil","North","Carbonated Drinks","4","Negative","446","2024-11-06"
"Brazil","South","Carbonated Drinks","3","Negative","193","2024-11-06"
"Brazil","North","Juices","1","Positive","65","2024-11-06"
"Brazil","East","Carbonated Drinks","3","Positive","54","2024-11-06"
"China","North","Water","1","Negative","443","2024-11-06"
"India","South","Carbonated Drinks","1","Negative","373","2024-11-06"
"India","North","Water","4","Positive","392","2024-11-06"
"Brazil","North","Carbonated Drinks","3","Positive","386","2024-11-06"
"Germany","South","Water","2","Positive","92","2024-11-06"
"Brazil","East","Juices","4","Negative","219","2024-11-06"
"Germany","East","Juices","4","Positive","128","2024-11-06"
"Germany","North","Carbonated Drinks","1","Positive","187","2024-11-06"
"Germany","South","Carbonated Drinks","4","Positive","191","2024-11-06"
"Brazil","East","Juices","2","Negative","63","2024-11-07"
"China","North","Juices","4","Positive","380","2024-11-07"
"India","South","Juices","1","Positive","328","2024-11-07"
"USA","West","Water","1","Negative","472","2024-11-07"
"USA","East","Juices","4","Positive","260","2024-11-07"
"Brazil","East","Juices","3","Negative","321","2024-11-07"
"Germany","North","Water","2","Positive","431","2024-11-07"
"India","North","Carbonated Drinks","2","Positive","269","2024-11-07"
"India","East","Carbonated Drinks","5","Negative","375","2024-11-07"
"India","North","Juices","2","Negative","398","2024-11-07"
"China","North","Water","3","Negative","358","2024-11-07"
"Germany","South","Water","5","Positive","301","2024-11-07"
"China","West","Carbonated Drinks","3","Positive","381","2024-11-07"
"USA","South","Juices","1","Positive","486","2024-11-07"
"India","North","Juices","3","Negative","262","2024-11-07"
"Germany","East","Carbonated Drinks","1","Positive","411","2024-11-07"
"Germany","West","Water","2","Positive","308","2024-11-07"
"USA","East","Juices","2","Positive","267","2024-11-07"
"USA","West","Carbonated Drinks","3","Negative","382","2024-11-07"
"USA","East","Water","1","Negative","68","2024-11-07"
"India","North","Water","3","Negative","435","2024-11-07"
"USA","South","Carbonated Drinks","4","Negative","288","2024-11-07"
"Brazil","West","Juices","3","Negative","222","2024-11-07"
"USA","North","Carbonated Drinks","2","Positive","376","2024-11-07"
"Germany","East","Water","4","Positive","451","2024-11-08"
"USA","North","Carbonated Drinks","4","Negative","75","2024-11-08"
"Germany","North","Water","5","Negative","82","2024-11-08"
"Germany","South","Water","5","Negative","204","2024-11-08"
"India","South","Juices","3","Positive","254","2024-11-08"
"Brazil","South","Water","1","Positive","68","2024-11-08"
"India","East","Water","2","Negative","412","2024-11-08"
"USA","West","Carbonated Drinks","3","Positive","175","2024-11-08"
"USA","South","Water","4","Negative","229","2024-11-08"
"China","East","Juices","2","Positive","253","2024-11-08"
"Brazil","South","Carbonated Drinks","5","Positive","466","2024-11-08"
"India","West","Carbonated Drinks","2","Positive","114","2024-11-08"
"India","West","Carbonated Drinks","5","Positive","319","2024-11-08"
"China","West","Carbonated Drinks","5","Negative","487","2024-11-08"
"China","North","Juices","5","Positive","368","2024-11-08"
"Germany","East","Carbonated Drinks","2","Positive","365","2024-11-08"
"Germany","West","Juices","4","Negative","498","2024-11-08"
"India","East","Water","5","Positive","414","2024-11-08"
"India","North","Water","1","Positive","227","2024-11-08"
"USA","North","Juices","3","Positive","424","2024-11-08"
"China","North","Water","5","Negative","320","2024-11-08"
"USA","West","Water","1","Negative","411","2024-11-08"
"China","North","Water","5","Negative","441","2024-11-08"
"USA","South","Carbonated Drinks","1","Positive","89","2024-11-08"
"Germany","East","Water","2","Negative","144","2024-11-09"
"Germany","South","Juices","3","Positive","55","2024-11-09"
"India","West","Carbonated Drinks","5","Positive","85","2024-11-09"
"India","East","Juices","2","Positive","116","2024-11-09"
"India","East","Water","2","Positive","255","2024-11-09"
"Germany","South","Carbonated Drinks","3","Negative","466","2024-11-09"
"Germany","South","Water","5","Negative","54","2024-11-09"
"Germany","North","Carbonated Drinks","4","Positive","284","2024-11-09"
"Germany","South","Water","1","Negative","205","2024-11-09"
"India","West","Carbonated Drinks","3","Negative","118","2024-11-09"
"USA","North","Juices","2","Positive","249","2024-11-09"
"China","West","Juices","4","Negative","461","2024-11-09"
"Brazil","East","Carbonated Drinks","4","Positive","409","2024-11-09"
"Brazil","North","Carbonated Drinks","4","Positive","150","2024-11-09"
"Germany","North","Water","3","Negative","273","2024-11-09"
"Germany","West","Juices","5","Positive","472","2024-11-09"
"USA","North","Juices","3","Negative","197","2024-11-09"
"USA","East","Carbonated Drinks","1","Negative","309","2024-11-09"
"Germany","East","Juices","4","Positive","260","2024-11-09"
"USA","East","Juices","4","Positive","398","2024-11-09"
"Brazil","East","Juices","5","Negative","101","2024-11-09"
"Germany","North","Water","4","Positive","73","2024-11-09"
"Germany","North","Carbonated Drinks","2","Positive","379","2024-11-09"
"India","North","Juices","4","Positive","287","2024-11-09"
"Germany","West","Water","4","Negative","294","2024-11-10"
"Brazil","South","Water","1","Negative","256","2024-11-10"
"China","West","Juices","1","Positive","288","2024-11-10"
"India","West","Carbonated Drinks","5","Negative","465","2024-11-10"
"Germany","East","Carbonated Drinks","4","Positive","69","2024-11-10"
"China","South","Carbonated Drinks","4","Negative","282","2024-11-10"
"China","North","Carbonated Drinks","3","Positive","448","2024-11-10"
"Germany","North","Carbonated Drinks","3","Positive","305","2024-11-10"
"Germany","East","Water","5","Negative","498","2024-11-10"
"USA","West","Water","1","Positive","435","2024-11-10"
"Germany","South","Juices","1","Negative","311","2024-11-10"
"Germany","North","Juices","3","Negative","208","2024-11-10"
"Germany","West","Carbonated Drinks","3","Positive","63","2024-11-10"
"USA","North","Carbonated Drinks","1","Positive","411","2024-11-10"
"India","South","Carbonated Drinks","2","Positive","185","2024-11-10"
"India","South","Carbonated Drinks","3","Negative","265","2024-11-10"
"India","South","Water","5","Negative","84","2024-11-10"
"Brazil","East","Carbonated Drinks","3","Negative","194","2024-11-10"
"USA","East","Carbonated Drinks","3","Positive","283","2024-11-10"
"India","East","Juices","3","Negative","79","2024-11-10"
"Germany","West","Water","4","Positive","286","2024-11-10"
"Germany","South","Carbonated Drinks","2","Negative","240","2024-11-10"
"China","West","Carbonated Drinks","2","Negative","58","2024-11-10"
"Brazil","North","Carbonated Drinks","2","Positive","152","2024-11-10"
"Brazil","West","Water","3","Negative","195","2024-11-11"
"USA","North","Juices","3","Negative","487","2024-11-11"
"Brazil","South","Juices","3","Positive","251","2024-11-11"
"India","East","Water","5","Negative","481","2024-11-11"
"Brazil","East","Carbonated Drinks","1","Negative","226","2024-11-11"
"Germany","East","Juices","2","Positive","313","2024-11-11"
"Brazil","North","Carbonated Drinks","1","Negative","421","2024-11-11"
"China","South","Juices","2","Positive","393","2024-11-11"
"USA","North","Juices","4","Negative","177","2024-11-11"
"USA","North","Water","4","Positive","429","2024-11-11"
"Germany","South","Water","2","Positive","239","2024-11-11"
"USA","East","Juices","2","Negative","64","2024-11-11"
"USA","East","Carbonated Drinks","2","Negative","103","2024-11-11"
"China","South","Carbonated Drinks","4","Negative","425","2024-11-11"
"USA","West","Juices","1","Negative","232","2024-11-11"
"China","West","Water","1","Positive","170","2024-11-11"
"Brazil","East","Carbonated Drinks","1","Negative","325","2024-11-11"
"Brazil","South","Juices","4","Negative","150","2024-11-11"
"USA","East","Water","2","Positive","295","2024-11-11"
"Brazil","East","Water","2","Negative","471","2024-11-11"
"India","East","Carbonated Drinks","1","Positive","182","2024-11-11"
"China","North","Carbonated Drinks","2","Positive","183","2024-11-11"
"Brazil","East","Juices","1","Positive","136","2024-11-11"
"China","West","Carbonated Drinks","4","Negative","76","2024-11-11"
"Germany","West","Water","3","Positive","53","2024-11-12"
"Germany","South","Water","2","Positive","261","2024-11-12"
"India","North","Carbonated Drinks","4","Negative","166","2024-11-12"
"Brazil","West","Juices","5","Negative","405","2024-11-12"
"India","East","Juices","1","Negative","265","2024-11-12"
"India","East","Juices","5","Positive","77","2024-11-12"
"China","South","Juices","1","Positive","296","2024-11-12"
"Germany","East","Water","3","Positive","252","2024-11-12"
"USA","South","Water","5","Negative","352","2024-11-12"
"Germany","West","Juices","3","Positive","106","2024-11-12"
"China","North","Water","3","Positive","469","2024-11-12"
"USA","North","Carbonated Drinks","5","Negative","495","2024-11-12"
"Germany","East","Juices","4","Positive","121","2024-11-12"
"USA","West","Carbonated Drinks","2","Positive","183","2024-11-12"
"India","North","Juices","4","Negative","253","2024-11-12"
"USA","North","Water","4","Positive","61","2024-11-12"
"USA","North","Carbonated Drinks","1","Negative","496","2024-11-12"
"India","West","Water","3","Positive","67","2024-11-12"
"India","East","Carbonated Drinks","5","Negative","90","2024-11-12"
"China","East","Juices","2","Negative","487","2024-11-12"
"USA","South","Water","5","Negative","83","2024-11-12"
"Brazil","South","Water","1","Negative","264","2024-11-12"
"USA","East","Water","1","Negative","403","2024-11-12"
"Brazil","East","Juices","5","Positive","394","2024-11-12"
"India","West","Water","3","Negative","154","2024-11-13"
"Germany","West","Carbonated Drinks","4","Negative","204","2024-11-13"
"Germany","North","Carbonated Drinks","4","Negative","100","2024-11-13"
"Germany","North","Carbonated Drinks","3","Positive","132","2024-11-13"
"India","East","Water","5","Negative","252","2024-11-13"
"India","North","Water","2","Negative","325","2024-11-13"
"Germany","South","Carbonated Drinks","3","Negative","376","2024-11-13"
"China","South","Juices","5","Negative","181","2024-11-13"
"India","West","Juices","2","Negative","117","2024-11-13"
"Brazil","North","Carbonated Drinks","3","Negative","166","2024-11-13"
"India","West","Carbonated Drinks","2","Positive","302","2024-11-13"
"China","North","Juices","1","Positive","234","2024-11-13"
"China","South","Water","4","Positive","365","2024-11-13"
"China","South","Water","1","Negative","119","2024-11-13"
"Germany","South","Carbonated Drinks","3","Negative","86","2024-11-13"
"India","South","Carbonated Drinks","4","Positive","70","2024-11-13"
"China","North","Carbonated Drinks","4","Positive","314","2024-11-13"
"China","North","Juices","3","Positive","51","2024-11-13"
"India","West","Carbonated Drinks","3","Positive","343","2024-11-13"
"USA","East","Water","2","Positive","247","2024-11-13"
"Brazil","North","Water","1","Negative","202","2024-11-13"
"India","West","Juices","3","Negative","256","2024-11-13"
"Brazil","North","Juices","4","Negative","439","2024-11-13"
"Brazil","East","Carbonated Drinks","1","Positive","486","2024-11-13"
"Germany","East","Water","2","Negative","208","2024-11-14"
"India","South","Water","2","Positive","91","2024-11-14"
"USA","South","Water","5","Negative","484","2024-11-14"
"China","West","Carbonated Drinks","1","Negative","55","2024-11-14"
"USA","South","Water","1","Positive","358","2024-11-14"
"India","West","Juices","3","Positive","342","2024-11-14"
"Brazil","North","Juices","1","Positive","79","2024-11-14"
"Germany","North","Carbonated Drinks","2","Negative","461","2024-11-14"
"China","West","Carbonated Drinks","2","Negative","348","2024-11-14"
"Brazil","South","Carbonated Drinks","4","Positive","299","2024-11-14"
"Brazil","North","Water","5","Positive","98","2024-11-14"
"China","North","Carbonated Drinks","2","Negative","360","2024-11-14"
"Germany","West","Juices","1","Positive","464","2024-11-14"
"USA","North","Carbonated Drinks","3","Negative","396","2024-11-14"
"India","North","Carbonated Drinks","1","Positive","491","2024-11-14"
"USA","North","Carbonated Drinks","5","Positive","294","2024-11-14"
"India","East","Juices","2","Negative","409","2024-11-14"
"China","North","Carbonated Drinks","4","Positive","363","2024-11-14"
"Germany","West","Juices","5","Negative","106","2024-11-14"
"China","South","Carbonated Drinks","5","Positive","305","2024-11-14"
"Germany","North","Carbonated Drinks","4","Positive","89","2024-11-14"
"India","East","Juices","4","Positive","196","2024-11-14"
"China","North","Juices","3","Negative","387","2024-11-14"
"China","North","Juices","2","Negative","87","2024-11-14"
"India","West","Carbonated Drinks","1","Negative","122","2024-11-15"
"China","East","Water","4","Negative","367","2024-11-15"
"Germany","North","Carbonated Drinks","3","Positive","128","2024-11-15"
"Brazil","West","Carbonated Drinks","4","Positive","384","2024-11-15"
"Germany","West","Juices","2","Positive","329","2024-11-15"
"China","East","Carbonated Drinks","3","Negative","371","2024-11-15"
"China","North","Water","2","Negative","328","2024-11-15"
"USA","West","Carbonated Drinks","3","Positive","368","2024-11-15"
"Germany","West","Juices","3","Negative","147","2024-11-15"
"Germany","South","Carbonated Drinks","3","Negative","95","2024-11-15"
"China","East","Carbonated Drinks","4","Negative","150","2024-11-15"
"USA","South","Juices","2","Negative","485","2024-11-15"
"China","South","Juices","1","Negative","362","2024-11-15"
"USA","East","Carbonated Drinks","1","Negative","387","2024-11-15"
"USA","West","Water","4","Positive","163","2024-11-15"
"Germany","East","Carbonated Drinks","3","Positive","438","2024-11-15"
"India","North","Water","4","Negative","157","2024-11-15"
"India","North","Water","4","Negative","310","2024-11-15"
"India","North","Juices","4","Negative","465","2024-11-15"
"USA","West","Carbonated Drinks","5","Positive","364","2024-11-15"
"China","North","Water","1","Positive","226","2024-11-15"
"USA","North","Water","3","Positive","52","2024-11-15"
"USA","South","Carbonated Drinks","5","Positive","147","2024-11-15"
"Brazil","South","Carbonated Drinks","5","Positive","66","2024-11-15"
"India","West","Water","4","Positive","252","2024-11-16"
"Germany","East","Juices","2","Positive","120","2024-11-16"
"USA","North","Juices","2","Negative","110","2024-11-16"
"Brazil","East","Juices","2","Positive","122","2024-11-16"
"Brazil","East","Water","1","Positive","229","2024-11-16"
"Brazil","East","Juices","1","Positive","393","2024-11-16"
"China","South","Water","3","Negative","277","2024-11-16"
"Brazil","North","Juices","4","Positive","140","2024-11-16"
"Brazil","South","Water","1","Negative","183","2024-11-16"
"Brazil","East","Water","4","Negative","60","2024-11-16"
"USA","East","Carbonated Drinks","4","Negative","489","2024-11-16"
"USA","North","Juices","2","Negative","466","2024-11-16"
"Germany","North","Water","2","Positive","79","2024-11-16"
"Germany","East","Juices","5","Positive","440","2024-11-16"
"China","South","Water","5","Negative","253","2024-11-16"
"Germany","East","Juices","2","Negative","117","2024-11-16"
"Germany","South","Water","5","Negative","248","2024-11-16"
"USA","West","Water","2","Positive","128","2024-11-16"
"India","East","Water","2","Positive","452","2024-11-16"
"USA","West","Water","3","Positive","485","2024-11-16"
"Brazil","South","Juices","5","Positive","331","2024-11-16"
"India","East","Water","1","Positive","491","2024-11-16"
"Brazil","North","Juices","5","Positive","476","2024-11-16"
"India","West","Water","4","Negative","68","2024-11-16"
"USA","West","Water","5","Negative","347","2024-11-17"
"USA","North","Juices","4","Positive","88","2024-11-17"
"Germany","South","Carbonated Drinks","5","Positive","267","2024-11-17"
"Brazil","South","Carbonated Drinks","4","Positive","261","2024-11-17"
"China","East","Juices","3","Negative","442","2024-11-17"
"USA","West","Carbonated Drinks","4","Negative","66","2024-11-17"
"USA","South","Water","5","Positive","391","2024-11-17"
"USA","West","Water","1","Negative","127","2024-11-17"
"Germany","West","Carbonated Drinks","1","Negative","262","2024-11-17"
"China","North","Carbonated Drinks","5","Positive","362","2024-11-17"
"USA","East","Juices","4","Positive","297","2024-11-17"
"USA","South","Juices","5","Negative","278","2024-11-17"
"USA","East","Water","2","Positive","394","2024-11-17"
"China","East","Water","3","Negative","458","2024-11-17"
"India","South","Carbonated Drinks","4","Negative","404","2024-11-17"
"China","North","Juices","1","Positive","392","2024-11-17"
"China","North","Water","2","Positive","401","2024-11-17"
"China","East","Water","3","Negative","80","2024-11-17"
"China","South","Carbonated Drinks","5","Negative","449","2024-11-17"
"USA","South","Juices","1","Negative","304","2024-11-17"
"India","West","Juices","2","Positive","71","2024-11-17"
"USA","West","Water","4","Negative","236","2024-11-17"
"USA","North","Carbonated Drinks","3","Negative","297","2024-11-17"
"USA","West","Carbonated Drinks","1","Positive","447","2024-11-17"
"Brazil","North","Juices","5","Positive","463","2024-11-18"
"India","South","Juices","5","Positive","182","2024-11-18"
"China","North","Water","4","Negative","118","2024-11-18"
"China","South","Water","1","Negative","265","2024-11-18"
"China","West","Carbonated Drinks","4","Negative","270","2024-11-18"
"China","West","Carbonated Drinks","3","Negative","222","2024-11-18"
"USA","North","Water","5","Negative","184","2024-11-18"
"China","West","Water","3","Negative","371","2024-11-18"
"Brazil","North","Water","3","Positive","283","2024-11-18"
"Germany","East","Carbonated Drinks","1","Positive","416","2024-11-18"
"Germany","West","Carbonated Drinks","3","Positive","91","2024-11-18"
"India","West","Carbonated Drinks","3","Positive","359","2024-11-18"
"Brazil","North","Carbonated Drinks","2","Positive","250","2024-11-18"
"Germany","West","Water","3","Positive","481","2024-11-18"
"USA","West","Carbonated Drinks","3","Positive","492","2024-11-18"
"Brazil","West","Water","4","Positive","325","2024-11-18"
"Germany","North","Juices","2","Positive","279","2024-11-18"
"India","South","Carbonated Drinks","3","Negative","489","2024-11-18"
"Germany","East","Carbonated Drinks","2","Negative","363","2024-11-18"
"Brazil","West","Carbonated Drinks","1","Negative","173","2024-11-18"
"Brazil","North","Water","1","Positive","426","2024-11-18"
"China","North","Carbonated Drinks","1","Negative","357","2024-11-18"
"Brazil","East","Water","3","Negative","154","2024-11-18"
"Germany","West","Juices","5","Positive","196","2024-11-18"
"India","East","Carbonated Drinks","5","Negative","118","2024-11-19"
"Brazil","South","Carbonated Drinks","2","Positive","373","2024-11-19"
"USA","North","Water","1","Positive","345","2024-11-19"
"Brazil","East","Carbonated Drinks","4","Positive","241","2024-11-19"
"Germany","South","Juices","4","Positive","370","2024-11-19"
"India","South","Carbonated Drinks","2","Negative","305","2024-11-19"
"Brazil","East","Carbonated Drinks","5","Positive","135","2024-11-19"
"China","South","Water","5","Positive","349","2024-11-19"
"China","West","Water","1","Positive","396","2024-11-19"
"Brazil","East","Water","1","Positive","398","2024-11-19"
"USA","North","Carbonated Drinks","5","Positive","472","2024-11-19"
"USA","East","Juices","1","Positive","410","2024-11-19"
"Germany","West","Juices","3","Negative","60","2024-11-19"
"China","North","Juices","2","Positive","72","2024-11-19"
"Germany","West","Water","3","Positive","180","2024-11-19"
"Germany","West","Juices","4","Negative","417","2024-11-19"
"Germany","West","Water","1","Negative","330","2024-11-19"
"Germany","West","Water","5","Positive","442","2024-11-19"
"USA","West","Juices","4","Negative","156","2024-11-19"
"USA","South","Juices","4","Positive","471","2024-11-19"
"Brazil","South","Carbonated Drinks","1","Positive","407","2024-11-19"
"India","West","Juices","1","Positive","464","2024-11-19"
"India","East","Water","2","Positive","272","2024-11-19"
"Brazil","West","Water","3","Positive","364","2024-11-19"
"USA","East","Water","2","Positive","176","2024-11-20"
"India","West","Water","2","Positive","70","2024-11-20"
"USA","West","Carbonated Drinks","1","Positive","132","2024-11-20"
"Brazil","North","Carbonated Drinks","1","Positive","472","2024-11-20"
"Brazil","North","Carbonated Drinks","5","Negative","187","2024-11-20"
"Brazil","East","Water","5","Positive","352","2024-11-20"
"Brazil","East","Carbonated Drinks","5","Negative","406","2024-11-20"
"USA","North","Carbonated Drinks","4","Negative","433","2024-11-20"
"USA","North","Carbonated Drinks","2","Positive","122","2024-11-20"
"China","West","Carbonated Drinks","3","Negative","84","2024-11-20"
"China","North","Juices","1","Positive","245","2024-11-20"
"Brazil","South","Juices","4","Negative","115","2024-11-20"
"USA","South","Juices","2","Positive","276","2024-11-20"
"India","West","Water","4","Positive","432","2024-11-20"
"China","North","Water","1","Positive","69","2024-11-20"
"China","West","Juices","3","Negative","213","2024-11-20"
"Germany","East","Carbonated Drinks","5","Negative","75","2024-11-20"
"Germany","East","Carbonated Drinks","2","Positive","81","2024-11-20"
"India","East","Carbonated Drinks","2","Negative","324","2024-11-20"
"India","North","Carbonated Drinks","4","Positive","261","2024-11-20"
"India","South","Water","3","Negative","198","2024-11-20"
"Germany","West","Juices","3","Positive","263","2024-11-20"
"China","East","Carbonated Drinks","2","Negative","310","2024-11-20"
"Germany","North","Water","5","Negative","407","2024-11-20"
"India","East","Water","2","Negative","356","2024-11-21"
"USA","North","Water","5","Positive","195","2024-11-21"
"China","East","Water","3","Positive","354","2024-11-21"
"Germany","West","Water","1","Negative","231","2024-11-21"
"China","West","Carbonated Drinks","3","Negative","182","2024-11-21"
"Germany","North","Water","3","Positive","364","2024-11-21"
"Brazil","East","Water","3","Positive","490","2024-11-21"
"Brazil","South","Juices","4","Negative","302","2024-11-21"
"India","West","Water","3","Positive","402","2024-11-21"
"China","South","Juices","3","Negative","446","2024-11-21"
"China","South","Juices","2","Positive","458","2024-11-21"
"USA","North","Water","3","Negative","448","2024-11-21"
"USA","North","Carbonated Drinks","3","Positive","471","2024-11-21"
"China","South","Water","1","Positive","179","2024-11-21"
"Germany","South","Juices","2","Positive","273","2024-11-21"
"India","West","Carbonated Drinks","4","Negative","463","2024-11-21"
"China","East","Juices","2","Negative","298","2024-11-21"
"Brazil","East","Water","2","Positive","89","2024-11-21"
"USA","South","Water","3","Negative","285","2024-11-21"
"Germany","North","Carbonated Drinks","3","Negative","132","2024-11-21"
"Brazil","South","Water","3","Negative","288","2024-11-21"
"USA","West","Carbonated Drinks","4","Positive","302","2024-11-21"
"USA","West","Juices","5","Positive","467","2024-11-21"
"Brazil","South","Juices","5","Positive","88","2024-11-21"
"China","North","Carbonated Drinks","4","Negative","199","2024-11-22"
"China","North","Juices","5","Positive","337","2024-11-22"
"India","West","Juices","5","Negative","498","2024-11-22"
"USA","West","Water","1","Negative","384","2024-11-22"
"China","North","Carbonated Drinks","2","Negative","167","2024-11-22"
"Brazil","North","Juices","5","Positive","111","2024-11-22"
"India","North","Juices","3","Negative","235","2024-11-22"
"USA","North","Water","4","Negative","86","2024-11-22"
"India","South","Water","1","Positive","390","2024-11-22"
"India","East","Water","4","Negative","175","2024-11-22"
"Brazil","West","Juices","4","Positive","395","2024-11-22"
"USA","East","Water","1","Positive","118","2024-11-22"
"Germany","East","Water","5","Negative","257","2024-11-22"
"Brazil","East","Carbonated Drinks","4","Positive","429","2024-11-22"
"Germany","South","Carbonated Drinks","1","Positive","145","2024-11-22"
"USA","East","Juices","1","Positive","463","2024-11-22"
"China","East","Water","3","Negative","439","2024-11-22"
"China","North","Water","3","Negative","281","2024-11-22"
"China","South","Juices","1","Positive","101","2024-11-22"
"Brazil","South","Carbonated Drinks","3","Positive","141","2024-11-22"
"USA","East","Water","2","Negative","452","2024-11-22"
"USA","North","Juices","4","Positive","235","2024-11-22"
"USA","North","Juices","5","Negative","460","2024-11-22"
"Brazil","North","Water","3","Negative","273","2024-11-22"
"USA","North","Carbonated Drinks","4","Positive","164","2024-11-23"
"China","North","Juices","2","Negative","205","2024-11-23"
"USA","South","Water","2","Positive","308","2024-11-23"
"Brazil","South","Carbonated Drinks","4","Negative","197","2024-11-23"
"China","West","Juices","2","Negative","310","2024-11-23"
"Germany","North","Juices","2","Negative","51","2024-11-23"
"Brazil","North","Carbonated Drinks","1","Negative","260","2024-11-23"
"China","West","Juices","3","Negative","366","2024-11-23"
"Germany","North","Carbonated Drinks","3","Positive","274","2024-11-23"
"China","West","Juices","3","Negative","267","2024-11-23"
"China","South","Carbonated Drinks","5","Positive","429","2024-11-23"
"Germany","West","Juices","5","Negative","129","2024-11-23"
"USA","North","Water","2","Negative","393","2024-11-23"
"Brazil","West","Juices","1","Positive","382","2024-11-23"
"Germany","East","Juices","5","Positive","414","2024-11-23"
"USA","North","Water","5","Negative","472","2024-11-23"
"Brazil","South","Carbonated Drinks","4","Negative","94","2024-11-23"
"India","East","Water","2","Positive","79","2024-11-23"
"USA","South","Water","1","Positive","429","2024-11-23"
"USA","East","Carbonated Drinks","2","Negative","487","2024-11-23"
"China","South","Juices","4","Negative","332","2024-11-23"
"China","South","Water","2","Negative","433","2024-11-23"
"USA","South","Carbonated Drinks","1","Positive","366","2024-11-23"
"India","North","Water","5","Positive","284","2024-11-23"
"Germany","South","Juices","2","Negative","408","2024-11-24"
"Brazil","West","Water","4","Negative","331","2024-11-24"
"Brazil","West","Juices","1","Positive","328","2024-11-24"
"Brazil","East","Juices","1","Positive","407","2024-11-24"
"India","West","Juices","4","Negative","55","2024-11-24"
"Germany","South","Water","2","Positive","354","2024-11-24"
"India","South","Carbonated Drinks","1","Negative","230","2024-11-24"
"China","North","Water","1","Positive","114","2024-11-24"
"USA","East","Juices","5","Negative","400","2024-11-24"
"India","South","Water","2","Negative","291","2024-11-24"
"India","West","Juices","2","Positive","399","2024-11-24"
"Germany","East","Juices","1","Positive","140","2024-11-24"
"India","East","Water","2","Positive","72","2024-11-24"
"Germany","South","Juices","1","Positive","459","2024-11-24"
"USA","West","Carbonated Drinks","1","Positive","443","2024-11-24"
"USA","South","Juices","5","Positive","327","2024-11-24"
"Germany","North","Juices","2","Positive","161","2024-11-24"
"Germany","North","Water","5","Negative","176","2024-11-24"
"Brazil","West","Water","4","Negative","360","2024-11-24"
"Brazil","East","Carbonated Drinks","4","Negative","197","2024-11-24"
"USA","North","Water","4","Positive","105","2024-11-24"
"USA","South","Carbonated Drinks","2","Negative","163","2024-11-24"
"India","South","Water","2","Negative","272","2024-11-24"
"India","South","Carbonated Drinks","4","Positive","137","2024-11-24"
"India","South","Juices","5","Positive","98","2024-11-25"
"USA","West","Carbonated Drinks","4","Negative","138","2024-11-25"
"India","East","Carbonated Drinks","5","Negative","199","2024-11-25"
"Brazil","West","Juices","3","Negative","143","2024-11-25"
"India","North","Carbonated Drinks","1","Negative","462","2024-11-25"
"Brazil","West","Water","5","Positive","175","2024-11-25"
"Brazil","West","Carbonated Drinks","4","Negative","357","2024-11-25"
"USA","East","Juices","2","Positive","198","2024-11-25"
"Germany","East","Water","1","Positive","60","2024-11-25"
"China","West","Water","1","Negative","362","2024-11-25"
"China","North","Carbonated Drinks","1","Negative","215","2024-11-25"
"China","North","Water","4","Negative","424","2024-11-25"
"USA","East","Carbonated Drinks","2","Negative","199","2024-11-25"
"Brazil","East","Water","2","Negative","92","2024-11-25"
"Brazil","East","Water","1","Positive","163","2024-11-25"
"Brazil","North","Juices","3","Negative","362","2024-11-25"
"China","East","Juices","5","Negative","453","2024-11-25"
"Brazil","West","Juices","5","Negative","215","2024-11-25"
"India","West","Water","5","Negative","309","2024-11-25"
"India","East","Carbonated Drinks","2","Negative","314","2024-11-25"
"Brazil","West","Water","2","Negative","127","2024-11-25"
"India","South","Juices","1","Negative","273","2024-11-25"
"Germany","North","Carbonated Drinks","2","Positive","80","2024-11-25"
"Germany","West","Water","4","Negative","80","2024-11-25"
"USA","West","Carbonated Drinks","3","Negative","117","2024-11-26"
"India","West","Water","2","Negative","339","2024-11-26"
"Brazil","South","Water","5","Positive","314","2024-11-26"
"Brazil","South","Juices","1","Positive","423","2024-11-26"
"Germany","South","Carbonated Drinks","4","Positive","110","2024-11-26"
"Germany","West","Water","2","Negative","64","2024-11-26"
"China","East","Juices","2","Negative","382","2024-11-26"
"Brazil","East","Carbonated Drinks","2","Positive","234","2024-11-26"
"India","North","Carbonated Drinks","1","Negative","374","2024-11-26"
"USA","West","Water","3","Negative","345","2024-11-26"
"Brazil","North","Juices","4","Negative","143","2024-11-26"
"Brazil","North","Carbonated Drinks","5","Positive","414","2024-11-26"
"USA","West","Juices","4","Negative","317","2024-11-26"
"USA","North","Carbonated Drinks","2","Negative","466","2024-11-26"
"India","East","Juices","2","Negative","119","2024-11-26"
"Brazil","South","Water","5","Positive","421","2024-11-26"
"Brazil","West","Juices","3","Negative","313","2024-11-26"
"Germany","North","Water","2","Positive","474","2024-11-26"
"USA","West","Water","1","Positive","53","2024-11-26"
"Germany","South","Water","4","Positive","234","2024-11-26"
"Brazil","North","Carbonated Drinks","1","Positive","456","2024-11-26"
"USA","South","Juices","3","Negative","119","2024-11-26"
"China","South","Juices","1","Negative","497","2024-11-26"
"Brazil","East","Water","3","Positive","390","2024-11-26"
"Brazil","West","Water","5","Negative","114","2024-11-27"
"China","West","Carbonated Drinks","3","Negative","313","2024-11-27"
"China","South","Water","4","Negative","369","2024-11-27"
"USA","East","Carbonated Drinks","4","Positive","290","2024-11-27"
