"Country","Zone","Product_ID","Product_Category","Units_Sold","Revenue","Cost_of_Goods_Sold","Date"
"Germany","West","P64","Juices","330","4273.2","1106.29","2024-10-09"
"USA","West","P29","Carbonated Drinks","434","1966.86","2347.9","2024-10-09"
"India","North","P33","Water","590","2185.28","1921.28","2024-10-09"
"Brazil","North","P78","Juices","435","3766.09","2596.8","2024-10-09"
"India","West","P90","Carbonated Drinks","882","3990.21","1690.17","2024-10-09"
"Germany","West","P70","Water","432","4832.33","878.04","2024-10-09"
"China","East","P21","Juices","614","3946.71","2404.35","2024-10-09"
"Brazil","West","P28","Carbonated Drinks","273","1297.07","1927.7","2024-10-09"
"China","West","P46","Carbonated Drinks","732","4699.14","531.5","2024-10-09"
"China","West","P13","Juices","301","4254.46","2368.23","2024-10-09"
"Brazil","South","P2","Juices","159","4935.37","2399.89","2024-10-09"
"Brazil","North","P26","Water","698","3348.97","1158.86","2024-10-09"
"Germany","East","P89","Carbonated Drinks","745","2751.44","2229.79","2024-10-09"
"Brazil","West","P70","Carbonated Drinks","400","4935.98","2411.01","2024-10-09"
"Germany","South","P65","Juices","782","4569.53","1810.83","2024-10-09"
"Germany","North","P77","Juices","258","4348.69","1523.52","2024-10-09"
"India","North","P56","Water","870","2612.18","1156.18","2024-10-10"
"USA","North","P42","Juices","711","1374.84","521.68","2024-10-10"
"USA","South","P46","Juices","734","4280.89","2843.42","2024-10-10"
"Brazil","West","P48","Carbonated Drinks","384","2766.87","2063.1","2024-10-10"
"China","North","P67","Juices","935","1444.42","1142.41","2024-10-10"
"India","West","P33","Juices","237","3792.39","2715.69","2024-10-10"
"Brazil","East","P3","Juices","812","2072.25","2403.64","2024-10-10"
"Germany","South","P87","Carbonated Drinks","466","3574.38","1404.23","2024-10-10"
"China","East","P10","Water","124","4778.24","976.38","2024-10-10"
"USA","West","P88","Juices","128","1050.9","2386.86","2024-10-10"
"Brazil","West","P2","Carbonated Drinks","140","1828.74","2166.06","2024-10-10"
"Brazil","West","P3","Carbonated Drinks","135","4071.33","773.71","2024-10-10"
"USA","East","P27","Water","778","1291.68","2438.93","2024-10-10"
"China","East","P66","Water","583","4712.15","1654.84","2024-10-10"
"Germany","North","P75","Carbonated Drinks","364","3752.97","2142.98","2024-10-10"
"China","North","P4","Water","800","1950.02","2762.5","2024-10-10"
"Germany","East","P18","Water","105","4596.57","1899.03","2024-10-10"
"India","North","P10","Juices","991","1859.54","899.26","2024-10-10"
"USA","East","P65","Juices","155","4276.17","1221.73","2024-10-10"
"Germany","East","P1","Juices","544","2373.95","1245.71","2024-10-10"
"India","East","P53","Juices","925","4392.11","1383.19","2024-10-10"
"Brazil","North","P40","Water","695","3321.46","804.3","2024-10-10"
"India","South","P66","Carbonated Drinks","833","3796.32","2307.06","2024-10-10"
"Germany","South","P71","Juices","639","1796.32","1108.54","2024-10-10"
"China","East","P96","Juices","877","2006.06","1305.56","2024-10-11"
"Germany","North","P41","Carbonated Drinks","351","3018.5","2052.4","2024-10-11"
"China","South","P13","Juices","770","3767.7","1658.37","2024-10-11"
"China","South","P61","Juices","765","4626.94","1960.87","2024-10-11"
"USA","South","P10","Water","669","1074.51","1834.63","2024-10-11"
"USA","East","P85","Juices","756","1675.52","2025.19","2024-10-11"
"India","West","P67","Juices","746","4254.66","2258.11","2024-10-11"
"Brazil","West","P35","Carbonated Drinks","960","4463.77","1591.77","2024-10-11"
"Brazil","South","P48","Juices","656","2253.41","972.46","2024-10-11"
"India","West","P91","Carbonated Drinks","216","2144.98","2864.96","2024-10-11"
"Brazil","East","P26","Water","146","1617.24","1914.11","2024-10-11"
"Germany","North","P54","Juices","379","4598.26","731.46","2024-10-11"
"China","North","P85","Water","778","1438.51","1416.84","2024-10-11"
"USA","West","P80","Juices","159","4920.24","2409.07","2024-10-11"
"China","North","P87","Water","614","4912.86","1356.25","2024-10-11"
"India","West","P7","Water","940","2704.35","1077.12","2024-10-11"
"USA","East","P68","Water","300","1031.7","2004.87","2024-10-11"
"Germany","West","P18","Carbonated Drinks","410","3784.23","1803.46","2024-10-11"
"Brazil","East","P73","Water","770","1973.51","1261.23","2024-10-11"
"Brazil","South","P19","Carbonated Drinks","149","1882.88","1334.64","2024-10-11"
"China","North","P82","Water","573","1669.29","2877.58","2024-10-11"
"China","South","P19","Juices","275","4596.78","2377.58","2024-10-11"
"Brazil","South","P41","Carbonated Drinks","438","1506.12","2463.68","2024-10-11"
"Germany","East","P75","Juices","783","3372.56","1183.5","2024-10-11"
"China","West","P67","Carbonated Drinks","914","4746.12","2142.82","2024-10-12"
"USA","South","P16","Juices","731","3284.58","1933.31","2024-10-12"
"India","South","P76","Carbonated Drinks","656","1278.32","1392.11","2024-10-12"
"USA","South","P25","Carbonated Drinks","755","2829.37","1202.93","2024-10-12"
"Germany","North","P34","Juices","689","4093.99","2496.99","2024-10-12"
"USA","East","P48","Water","799","2990.07","590.99","2024-10-12"
"China","West","P75","Water","813","2805.05","645","2024-10-12"
"China","East","P10","Juices","315","3797.27","2124.97","2024-10-12"
"India","West","P94","Juices","704","3761.11","2173.97","2024-10-12"
"Brazil","North","P12","Carbonated Drinks","155","4466.88","2211.24","2024-10-12"
"China","East","P36","Juices","988","3870.03","2975.08","2024-10-12"
"Brazil","South","P51","Juices","837","2175.14","690.32","2024-10-12"
"India","North","P45","Juices","972","1000.74","2614.45","2024-10-12"
"Brazil","West","P15","Juices","688","4277.47","1796.31","2024-10-12"
"USA","East","P37","Water","363","4713","824.86","2024-10-12"
"India","West","P30","Water","102","3222.28","2848.12","2024-10-12"
"India","West","P37","Water","653","2975.07","975.96","2024-10-12"
"Germany","North","P81","Carbonated Drinks","549","2725.43","500.24","2024-10-12"
"Brazil","North","P82","Water","141","3073.26","2444.95","2024-10-12"
"India","West","P99","Juices","199","2302.67","1460.24","2024-10-12"
"China","North","P34","Carbonated Drinks","330","2221.68","1973.77","2024-10-12"
"India","East","P18","Water","599","1563.7","1715.2","2024-10-12"
"Germany","South","P12","Juices","650","4502.08","1364.13","2024-10-12"
"Brazil","West","P38","Carbonated Drinks","569","2754.2","1970.24","2024-10-12"
"China","South","P45","Juices","877","3940.12","923.56","2024-10-13"
"China","East","P45","Water","844","4685.46","1709.79","2024-10-13"
"Brazil","West","P12","Water","329","4446.46","2080.58","2024-10-13"
"Brazil","North","P17","Carbonated Drinks","598","4322.91","570.13","2024-10-13"
"Brazil","East","P86","Juices","651","3998.01","1309.12","2024-10-13"
"Brazil","East","P83","Carbonated Drinks","220","4529.79","529.63","2024-10-13"
"USA","West","P73","Carbonated Drinks","113","3513.93","559.79","2024-10-13"
"Germany","North","P10","Carbonated Drinks","623","3846.09","2482.66","2024-10-13"
"India","West","P92","Water","595","2856.98","1430.79","2024-10-13"
"USA","North","P21","Carbonated Drinks","850","1808.89","1821.17","2024-10-13"
"China","South","P39","Water","524","1345.72","872.27","2024-10-13"
"China","North","P82","Carbonated Drinks","108","4872.68","1220.24","2024-10-13"
"India","East","P73","Juices","726","4400.87","2032.57","2024-10-13"
"Brazil","West","P28","Carbonated Drinks","482","3501.93","1618.07","2024-10-13"
"USA","West","P70","Carbonated Drinks","978","4619.04","1672.74","2024-10-13"
"China","North","P19","Juices","483","2558.41","888.62","2024-10-13"
"China","East","P57","Juices","947","1703.92","1071.38","2024-10-13"
"Germany","North","P71","Carbonated Drinks","118","2108.34","2941.84","2024-10-13"
"Germany","East","P71","Juices","668","2066.26","1244.54","2024-10-13"
"Germany","West","P59","Juices","824","4023.37","1154.6","2024-10-13"
"China","North","P17","Water","762","4976.84","1864.98","2024-10-13"
"India","East","P95","Carbonated Drinks","159","3804.85","1665.75","2024-10-13"
"Brazil","North","P11","Juices","129","4167.27","528.57","2024-10-13"
"China","East","P62","Carbonated Drinks","316","4251.26","1226.4","2024-10-13"
"China","West","P60","Carbonated Drinks","736","1915.98","2911.12","2024-10-14"
"India","West","P54","Carbonated Drinks","178","4666.49","2685.93","2024-10-14"
"India","South","P44","Juices","532","3241.12","1754.27","2024-10-14"
"China","West","P45","Carbonated Drinks","161","4033.27","1166.31","2024-10-14"
"Germany","West","P83","Carbonated Drinks","886","1299.57","523.11","2024-10-14"
"Brazil","West","P26","Water","173","3796.89","2978.02","2024-10-14"
"Brazil","East","P51","Water","448","4931.34","802.59","2024-10-14"
"India","East","P8","Carbonated Drinks","337","3650.82","2833.02","2024-10-14"
"Germany","West","P77","Carbonated Drinks","681","2377.31","2966.46","2024-10-14"
"India","North","P27","Water","248","2405.75","830.49","2024-10-14"
"China","East","P38","Water","460","3096.48","2173.88","2024-10-14"
"USA","East","P8","Water","298","3122.65","2809.4","2024-10-14"
"India","East","P60","Water","352","4002.89","760.79","2024-10-14"
"Germany","North","P77","Water","494","2308.72","1233.48","2024-10-14"
"Brazil","North","P82","Juices","385","3111.39","1264.39","2024-10-14"
"India","South","P81","Carbonated Drinks","239","2577.64","1929.36","2024-10-14"
"Brazil","North","P81","Water","534","3603.07","2138.11","2024-10-14"
"China","North","P24","Juices","428","1955.35","2310.91","2024-10-14"
"Brazil","South","P11","Carbonated Drinks","211","4872.09","502.81","2024-10-14"
"Germany","East","P79","Carbonated Drinks","175","2973.59","1855.53","2024-10-14"
"Germany","North","P61","Water","479","3543.6","1425.97","2024-10-14"
"USA","West","P27","Water","773","3665.92","1954.93","2024-10-14"
"India","East","P27","Carbonated Drinks","746","1338.12","2298.45","2024-10-14"
"Brazil","South","P45","Water","253","2419.07","1703.59","2024-10-14"
"Brazil","North","P36","Water","924","1025.45","2004.17","2024-10-15"
"India","West","P83","Juices","171","1689.8","1471.63","2024-10-15"
"China","West","P16","Juices","283","4846.73","829.72","2024-10-15"
"Germany","East","P4","Water","239","2740.58","1055.88","2024-10-15"
"Germany","South","P90","Water","666","1496.76","1010.38","2024-10-15"
"Germany","West","P92","Juices","743","2055.8","1043.43","2024-10-15"
"Brazil","South","P93","Juices","254","4631.8","1046.74","2024-10-15"
"China","East","P71","Carbonated Drinks","618","1095.69","2075.63","2024-10-15"
"Brazil","South","P54","Carbonated Drinks","100","1312.69","2652.09","2024-10-15"
"Germany","East","P16","Water","688","4200.34","2733.3","2024-10-15"
"India","West","P20","Water","196","2851.26","2281.7","2024-10-15"
"USA","South","P86","Water","399","4841.9","2633.99","2024-10-15"
"India","East","P93","Juices","163","3585.89","562.41","2024-10-15"
"Germany","South","P34","Water","588","3309.88","1203.05","2024-10-15"
"Germany","East","P6","Carbonated Drinks","101","3453.89","1653.98","2024-10-15"
"China","East","P53","Juices","316","3622.44","2257.75","2024-10-15"
"USA","North","P99","Carbonated Drinks","749","4059","1620.72","2024-10-15"
"Germany","North","P26","Carbonated Drinks","710","1514.38","2016.53","2024-10-15"
"China","South","P66","Juices","242","1145.01","2254.75","2024-10-15"
"Germany","West","P75","Carbonated Drinks","435","2590.84","1371.33","2024-10-15"
"Germany","East","P81","Juices","919","2517.66","1741.92","2024-10-15"
"Brazil","South","P21","Juices","245","1550.53","823.12","2024-10-15"
"USA","North","P59","Carbonated Drinks","436","1386.05","2074.71","2024-10-15"
"USA","East","P2","Juices","468","4192.47","2619.62","2024-10-15"
"Brazil","South","P83","Juices","663","4933.85","872.68","2024-10-16"
"Germany","East","P18","Juices","991","2320.9","1673.97","2024-10-16"
"USA","South","P10","Carbonated Drinks","505","2615.15","1679.59","2024-10-16"
"Germany","North","P2","Juices","705","4689.58","1515.44","2024-10-16"
"USA","East","P80","Water","192","1186.77","1478.11","2024-10-16"
"Germany","North","P1","Water","310","2806.13","1291.78","2024-10-16"
"China","West","P29","Carbonated Drinks","312","4782.15","2546.93","2024-10-16"
"Germany","East","P28","Water","395","1721.62","822.16","2024-10-16"
"USA","West","P48","Water","189","4111.02","1100.64","2024-10-16"
"Germany","South","P60","Water","898","1445.94","1905.24","2024-10-16"
"India","North","P82","Carbonated Drinks","436","2628.74","2894.3","2024-10-16"
"China","East","P44","Juices","776","2326.98","1762.29","2024-10-16"
"Germany","West","P7","Juices","840","4226.51","586.85","2024-10-16"
"Germany","North","P85","Juices","253","1913.02","1915.18","2024-10-16"
"Germany","East","P39","Water","181","3307.4","625.75","2024-10-16"
"Brazil","West","P91","Water","464","2113.36","2339.92","2024-10-16"
"India","East","P19","Carbonated Drinks","785","1313.91","2290.41","2024-10-16"
"Brazil","West","P60","Juices","285","1496.45","2040.99","2024-10-16"
"India","North","P45","Carbonated Drinks","859","3854.24","2497.12","2024-10-16"
"China","North","P34","Carbonated Drinks","690","3070.26","816.09","2024-10-16"
"Germany","North","P52","Carbonated Drinks","729","4003.49","1128.82","2024-10-16"
"Germany","South","P58","Water","754","2679.18","1197.21","2024-10-16"
"India","North","P98","Water","580","1186.47","773.34","2024-10-16"
"Brazil","North","P23","Water","123","3504.07","1063.96","2024-10-16"
"China","South","P78","Water","775","1565.63","1123.54","2024-10-17"
"India","South","P33","Carbonated Drinks","779","4906.15","2103.37","2024-10-17"
"Germany","East","P8","Water","221","3730.96","2126.85","2024-10-17"
"USA","South","P42","Juices","300","4497.1","1776.58","2024-10-17"
"China","West","P45","Water","389","3165.94","816.95","2024-10-17"
"India","West","P45","Carbonated Drinks","881","4540.65","1617.73","2024-10-17"
"China","East","P85","Juices","577","4320.9","903.21","2024-10-17"
"USA","East","P64","Juices","651","1376.16","2670.37","2024-10-17"
"USA","West","P45","Carbonated Drinks","980","1851.15","2040.17","2024-10-17"
"USA","East","P81","Carbonated Drinks","913","3414.04","2223.25","2024-10-17"
"China","South","P93","Carbonated Drinks","569","1206.48","1936.35","2024-10-17"
"Brazil","South","P35","Water","267","4461.91","1724.35","2024-10-17"
"China","North","P24","Carbonated Drinks","978","1099.31","1075.93","2024-10-17"
"India","South","P79","Water","702","4235.26","890.92","2024-10-17"
"Brazil","South","P85","Water","622","1005.53","2299.98","2024-10-17"
"China","West","P51","Juices","591","4030.63","814.76","2024-10-17"
"Germany","South","P39","Juices","539","1848.99","2600.86","2024-10-17"
"USA","South","P14","Water","887","3267.34","1060.75","2024-10-17"
"Germany","North","P11","Juices","524","3598.47","1837.25","2024-10-17"
"China","North","P21","Juices","828","3616.87","1385.15","2024-10-17"
"India","South","P28","Juices","599","2275.33","2065.24","2024-10-17"
"Brazil","West","P83","Juices","254","2859.54","2033.84","2024-10-17"
"Germany","West","P40","Carbonated Drinks","703","2864.46","1651.64","2024-10-17"
"Brazil","West","P34","Juices","408","4496.47","1627.7","2024-10-17"
"Brazil","East","P15","Juices","116","1808.35","1131.8","2024-10-18"
"China","East","P6","Juices","213","2490.61","1376.01","2024-10-18"
"Germany","East","P52","Water","408","2053.95","1400.8","2024-10-18"
"USA","East","P94","Carbonated Drinks","990","2632.54","2798.3","2024-10-18"
"China","West","P93","Carbonated Drinks","616","1208.26","2604.4","2024-10-18"
"USA","West","P46","Water","567","4101.28","556.07","2024-10-18"
"Germany","East","P66","Carbonated Drinks","293","3479.61","1786.65","2024-10-18"
"India","East","P4","Water","826","4424.74","1570.05","2024-10-18"
"Brazil","North","P77","Carbonated Drinks","698","4369.37","510.11","2024-10-18"
"USA","East","P28","Juices","429","1532.03","2270.51","2024-10-18"
"India","West","P73","Carbonated Drinks","749","1113.83","2250.72","2024-10-18"
"Germany","West","P32","Water","721","4584.89","1586.3","2024-10-18"
"USA","North","P93","Juices","889","3766.82","1751.34","2024-10-18"
"India","North","P48","Juices","827","2203.02","1109.44","2024-10-18"
"China","West","P83","Carbonated Drinks","510","1253.38","2674.24","2024-10-18"
"Brazil","North","P98","Carbonated Drinks","965","1552.94","2831.25","2024-10-18"
"Brazil","East","P40","Carbonated Drinks","420","3830.85","1881.08","2024-10-18"
"China","East","P87","Carbonated Drinks","487","4805.73","1699.39","2024-10-18"
"Germany","East","P54","Juices","598","1103.67","2238.94","2024-10-18"
"Germany","East","P85","Juices","584","2080.01","2002.9","2024-10-18"
"India","North","P42","Carbonated Drinks","827","4568.47","2159.81","2024-10-18"
"USA","East","P4","Carbonated Drinks","516","1709.99","1587.57","2024-10-18"
"Germany","West","P77","Carbonated Drinks","165","3814.71","1606.25","2024-10-18"
"Germany","East","P23","Carbonated Drinks","202","3417.07","1771.17","2024-10-18"
"USA","East","P5","Water","588","3688.15","2616.82","2024-10-19"
"India","West","P37","Juices","837","3951.27","2319.31","2024-10-19"
"India","North","P95","Carbonated Drinks","394","2630.89","2105.36","2024-10-19"
"USA","East","P93","Juices","807","4855.48","969.71","2024-10-19"
"Germany","South","P35","Carbonated Drinks","866","4567.8","1282.9","2024-10-19"
"Brazil","West","P20","Juices","141","3778.46","1388.88","2024-10-19"
"China","South","P48","Carbonated Drinks","232","4092.01","1190.56","2024-10-19"
"India","North","P34","Carbonated Drinks","529","4202.71","2251.08","2024-10-19"
"China","North","P8","Carbonated Drinks","512","1482.16","2060.34","2024-10-19"
"Germany","West","P78","Water","141","3514.88","2010.51","2024-10-19"
"China","East","P23","Carbonated Drinks","241","1715.61","1687.13","2024-10-19"
"USA","West","P97","Water","377","3194.25","538.04","2024-10-19"
"India","North","P80","Carbonated Drinks","568","2309.1","809.29","2024-10-19"
"Brazil","South","P80","Juices","664","1608.98","1437.22","2024-10-19"
"India","South","P69","Juices","906","2593.82","1717.77","2024-10-19"
"Germany","East","P51","Water","355","3401.86","1253.16","2024-10-19"
"Germany","North","P14","Water","845","2624.11","1899.89","2024-10-19"
"Germany","South","P45","Carbonated Drinks","157","4228.39","1632.95","2024-10-19"
"Germany","North","P7","Carbonated Drinks","618","1998.18","1925.85","2024-10-19"
"USA","North","P52","Water","751","3730.16","1977.45","2024-10-19"
"Germany","East","P21","Water","489","4886.78","1337.8","2024-10-19"
"India","East","P31","Carbonated Drinks","317","1592.18","899.18","2024-10-19"
"Brazil","West","P74","Carbonated Drinks","492","1300.58","1642.83","2024-10-19"
"Germany","South","P54","Water","438","4998.43","2561.35","2024-10-19"
"China","East","P7","Water","165","3366.92","1277.96","2024-10-20"
"India","South","P35","Juices","949","3797.76","1137.57","2024-10-20"
"India","North","P81","Carbonated Drinks","798","2481.41","2468.83","2024-10-20"
"China","East","P59","Carbonated Drinks","968","3735.79","553.52","2024-10-20"
"India","North","P64","Carbonated Drinks","173","3285.08","2720.95","2024-10-20"
"Germany","South","P55","Carbonated Drinks","634","2245.69","1318.19","2024-10-20"
"Germany","South","P53","Carbonated Drinks","233","2298.31","1128.99","2024-10-20"
"Brazil","North","P74","Juices","686","3283.17","2484.42","2024-10-20"
"India","South","P88","Juices","635","1140","1900.11","2024-10-20"
"USA","East","P21","Water","929","3392.39","899.86","2024-10-20"
"Germany","North","P46","Carbonated Drinks","352","3136.64","1474.08","2024-10-20"
"India","North","P53","Water","336","2556.56","1707.02","2024-10-20"
"USA","West","P30","Juices","339","1588.54","710.74","2024-10-20"
"Brazil","North","P78","Water","397","1247.13","2554.29","2024-10-20"
"USA","North","P27","Carbonated Drinks","610","3465.63","2681.01","2024-10-20"
"Brazil","West","P24","Water","769","2620.67","806.32","2024-10-20"
"China","East","P57","Carbonated Drinks","418","3423.17","942.31","2024-10-20"
"India","West","P36","Juices","917","1279.03","1089.44","2024-10-20"
"China","North","P74","Carbonated Drinks","196","3399.03","2758.49","2024-10-20"
"USA","North","P49","Juices","799","4446.93","1154.2","2024-10-20"
"Germany","South","P76","Carbonated Drinks","268","3331.16","2932.9","2024-10-20"
"Brazil","East","P68","Carbonated Drinks","465","3448.91","1493.25","2024-10-20"
"Brazil","South","P49","Water","722","2151.76","2030.61","2024-10-20"
"Germany","West","P8","Juices","492","3244.56","993.52","2024-10-20"
"Brazil","East","P13","Carbonated Drinks","160","1402.24","1139.43","2024-10-21"
"Brazil","South","P57","Water","724","1083.13","749.72","2024-10-21"
"Germany","East","P84","Carbonated Drinks","743","4038.38","1874.61","2024-10-21"
"Germany","East","P70","Carbonated Drinks","214","4707.06","810.24","2024-10-21"
"Germany","East","P71","Juices","956","4198.61","1701.83","2024-10-21"
"India","South","P78","Water","265","1047.35","1641.92","2024-10-21"
"Germany","North","P1","Juices","635","1211.11","2033.39","2024-10-21"
"Germany","South","P35","Carbonated Drinks","522","1329.92","836.37","2024-10-21"
"Brazil","North","P33","Water","606","2799.25","739.84","2024-10-21"
"India","East","P38","Carbonated Drinks","332","3513.18","2573.96","2024-10-21"
"USA","South","P94","Carbonated Drinks","682","2694.1","2971.98","2024-10-21"
"India","North","P5","Carbonated Drinks","667","3877.82","1040.81","2024-10-21"
"USA","West","P64","Juices","583","1996.51","1141.8","2024-10-21"
"USA","West","P95","Carbonated Drinks","615","4181.02","2064.84","2024-10-21"
"USA","West","P50","Water","750","1938.22","2298.67","2024-10-21"
"Germany","West","P24","Water","946","3040.65","1907.06","2024-10-21"
"India","West","P49","Water","377","4129.53","2785.8","2024-10-21"
"Germany","South","P90","Juices","587","2018.87","2998.57","2024-10-21"
"Germany","South","P33","Water","753","4138.26","2761.74","2024-10-21"
"USA","North","P85","Juices","259","1141.96","2821.91","2024-10-21"
"USA","East","P96","Water","271","2006.51","2958.17","2024-10-21"
"USA","South","P34","Juices","294","4090.12","904.68","2024-10-21"
"India","North","P45","Carbonated Drinks","927","1104.53","621.56","2024-10-21"
"Brazil","South","P67","Juices","970","1450.19","518.76","2024-10-21"
"Germany","East","P63","Water","880","2900.06","2323.07","2024-10-22"
"Brazil","East","P5","Water","159","1969.15","1657.65","2024-10-22"
"Brazil","North","P97","Water","112","3976.93","2816.49","2024-10-22"
"Germany","South","P61","Carbonated Drinks","734","1656.96","716.14","2024-10-22"
"Germany","North","P47","Water","113","2817.28","1124.16","2024-10-22"
"Germany","South","P96","Water","847","3751.47","1655.77","2024-10-22"
"China","South","P28","Juices","930","3124.12","1993.03","2024-10-22"
"India","North","P41","Water","606","1287.3","1603.72","2024-10-22"
"Brazil","South","P40","Carbonated Drinks","709","3460.47","2051.23","2024-10-22"
"China","West","P35","Water","831","3504.56","1560.85","2024-10-22"
"Brazil","South","P29","Carbonated Drinks","505","4957.79","1407.05","2024-10-22"
"China","East","P81","Carbonated Drinks","426","2492.23","2806.41","2024-10-22"
"Brazil","South","P97","Carbonated Drinks","378","4053","772.06","2024-10-22"
"USA","East","P73","Carbonated Drinks","388","3731.78","664.69","2024-10-22"
"Germany","North","P11","Juices","316","4294.5","1753.94","2024-10-22"
"Germany","West","P33","Water","920","3221.16","1482.98","2024-10-22"
"USA","East","P91","Carbonated Drinks","667","2906.02","1021.5","2024-10-22"
"Brazil","East","P29","Juices","929","1046.31","2481.1","2024-10-22"
"China","West","P16","Juices","963","2674.5","1392.08","2024-10-22"
"India","West","P88","Juices","964","3801.98","834.62","2024-10-22"
"USA","East","P62","Carbonated Drinks","337","2931.69","2969.2","2024-10-22"
"China","West","P38","Carbonated Drinks","744","4931.8","574.16","2024-10-22"
"Germany","North","P68","Water","309","4156.95","2645.73","2024-10-22"
"China","South","P52","Carbonated Drinks","100","2793.57","2806.93","2024-10-22"
"China","West","P30","Water","867","3435.54","1720.14","2024-10-23"
"China","East","P37","Carbonated Drinks","517","1933.91","1037.51","2024-10-23"
"China","North","P93","Carbonated Drinks","916","4681.67","2154.43","2024-10-23"
"Germany","North","P49","Carbonated Drinks","797","2484.44","925.35","2024-10-23"
"Brazil","East","P10","Carbonated Drinks","956","4796.98","1436.92","2024-10-23"
"China","East","P14","Water","405","3749.08","1420.56","2024-10-23"
"China","East","P33","Juices","730","3993.22","2675.45","2024-10-23"
"Brazil","North","P90","Juices","698","1693.96","1688.19","2024-10-23"
"China","South","P75","Water","837","1344.45","1942.57","2024-10-23"
"USA","South","P33","Water","911","4048.96","2114.74","2024-10-23"
"Brazil","East","P40","Carbonated Drinks","669","1301.21","1189.54","2024-10-23"
"Brazil","West","P94","Juices","563","2559.46","1569.73","2024-10-23"
"India","West","P23","Carbonated Drinks","542","2596.15","1461.8","2024-10-23"
"China","South","P19","Juices","765","4320.64","2980.31","2024-10-23"
"China","North","P84","Water","530","1733.18","841.21","2024-10-23"
"Brazil","West","P59","Carbonated Drinks","970","1847.77","1127.57","2024-10-23"
"India","North","P26","Juices","659","1769.19","1819.9","2024-10-23"
"Brazil","South","P1","Juices","150","4900.46","2428.26","2024-10-23"
"Germany","East","P48","Juices","189","1652.58","665.75","2024-10-23"
"India","West","P60","Carbonated Drinks","142","4410.24","2787.42","2024-10-23"
"USA","North","P32","Water","409","1788.24","2045.86","2024-10-23"
"USA","North","P84","Water","999","1158.89","655.96","2024-10-23"
"Brazil","East","P55","Juices","542","4804.62","1640.3","2024-10-23"
"USA","West","P1","Carbonated Drinks","931","4076.92","1338.21","2024-10-23"
"Brazil","West","P53","Carbonated Drinks","340","2402.96","1955.53","2024-10-24"
"Brazil","North","P68","Juices","555","1548.16","953.2","2024-10-24"
"China","North","P93","Water","946","3962.93","2031.29","2024-10-24"
"India","West","P81","Water","534","1016.59","1161.43","2024-10-24"
"Germany","West","P95","Water","550","1768.39","569.33","2024-10-24"
"India","North","P36","Carbonated Drinks","795","1097.86","2535.24","2024-10-24"
"China","East","P83","Water","228","3180.83","2475.09","2024-10-24"
"India","South","P15","Carbonated Drinks","167","4522.49","1102.14","2024-10-24"
"USA","South","P5","Carbonated Drinks","436","4848.18","1269.92","2024-10-24"
"India","West","P22","Water","434","3555.14","2732.32","2024-10-24"
"India","East","P64","Water","653","2596.8","2328.58","2024-10-24"
"Germany","West","P66","Water","724","3076.77","1316.98","2024-10-24"
"Brazil","East","P34","Water","768","4032.26","2588.32","2024-10-24"
"India","South","P26","Carbonated Drinks","638","4950.91","1865.13","2024-10-24"
"USA","East","P34","Water","690","2697.85","967.9","2024-10-24"
"India","South","P1","Carbonated Drinks","499","1133.33","848.58","2024-10-24"
"Brazil","East","P8","Carbonated Drinks","418","4179.69","1867.15","2024-10-24"
"USA","South","P4","Carbonated Drinks","221","1043.19","500.43","2024-10-24"
"China","South","P70","Carbonated Drinks","632","2311.59","2884.4","2024-10-24"
"Germany","West","P15","Juices","265","2987.48","2790.66","2024-10-24"
"India","West","P41","Carbonated Drinks","894","4795.87","1783.24","2024-10-24"
"Brazil","North","P38","Water","322","4473.65","1616.61","2024-10-24"
"India","East","P12","Juices","382","4825.74","1775.19","2024-10-24"
"USA","North","P74","Juices","725","1868.11","889.56","2024-10-24"
"Germany","West","P97","Carbonated Drinks","607","3319.12","1363.75","2024-10-25"
"India","South","P82","Water","375","4387.32","2742.97","2024-10-25"
"USA","North","P79","Juices","601","1471.25","2278.74","2024-10-25"
"Germany","East","P12","Juices","376","1164.4","2957.22","2024-10-25"
"India","South","P51","Water","669","1739.39","1266.61","2024-10-25"
"Germany","East","P78","Water","347","2243.58","1907.38","2024-10-25"
"India","West","P21","Water","850","3530.58","1782.31","2024-10-25"
"Brazil","West","P24","Juices","256","4812.49","2913.14","2024-10-25"
"India","North","P95","Water","741","4734.14","2489.38","2024-10-25"
"China","South","P96","Juices","776","3125.6","2959.19","2024-10-25"
"Germany","West","P53","Juices","520","3526.36","1053.12","2024-10-25"
"USA","South","P97","Juices","338","3271.21","2998.13","2024-10-25"
"Germany","North","P45","Carbonated Drinks","149","1915.76","2866.03","2024-10-25"
"India","North","P87","Carbonated Drinks","287","3366.94","1362.08","2024-10-25"
"Germany","South","P48","Juices","790","4560.93","2231.25","2024-10-25"
"Brazil","South","P51","Water","178","1920.1","2244.5","2024-10-25"
"USA","West","P51","Carbonated Drinks","388","1374.08","2638.26","2024-10-25"
"USA","East","P9","Water","512","2896.91","2863.62","2024-10-25"
"Brazil","North","P92","Water","377","4162.77","1013.24","2024-10-25"
"China","East","P31","Juices","210","1074.49","911.85","2024-10-25"
"Brazil","East","P78","Juices","899","4742.92","527.83","2024-10-25"
"India","South","P67","Carbonated Drinks","582","2744.38","2345.81","2024-10-25"
"China","West","P100","Water","308","3775.39","2380.74","2024-10-25"
