"Country","Zone","Marketing_Spend","Campaign_Type","Customer_Reach","Brand_Awareness_Score","Date"
"Brazil","West","10591.15","Traditional","51326","2","2024-09-18"
"China","North","5153.27","Traditional","27854","9","2024-09-18"
"Germany","North","7452.48","Traditional","60401","1","2024-09-18"
"Brazil","East","6775.88","Traditional","37407","8","2024-09-18"
"USA","East","6144.99","Digital","81071","5","2024-09-18"
"India","North","14099.39","Digital","22373","4","2024-09-18"
"USA","East","13371.02","Traditional","21425","10","2024-09-18"
"China","West","11412.65","Traditional","57007","4","2024-09-18"
"USA","West","18078.77","Digital","60367","9","2024-09-19"
"India","North","11330.09","Digital","66138","9","2024-09-19"
"USA","North","17735.52","Traditional","56269","1","2024-09-19"
"China","West","12526.39","Traditional","30290","10","2024-09-19"
"India","West","15436.12","Traditional","94231","3","2024-09-19"
"Germany","South","8528.6","Traditional","32578","10","2024-09-19"
"USA","West","10878.36","Traditional","76352","9","2024-09-19"
"India","North","5071.87","Digital","90595","1","2024-09-19"
"Brazil","North","9163.12","Digital","49782","3","2024-09-19"
"India","South","6666.31","Digital","19901","7","2024-09-19"
"India","North","5586.4","Traditional","26647","2","2024-09-19"
"Brazil","North","19808.91","Traditional","20768","2","2024-09-19"
"Brazil","North","7569.47","Digital","72211","7","2024-09-19"
"India","West","10745.35","Digital","15530","7","2024-09-19"
"Brazil","North","19544.4","Traditional","89881","2","2024-09-19"
"USA","South","8725.39","Digital","17295","10","2024-09-19"
"Germany","North","14283.86","Digital","65240","4","2024-09-19"
"India","East","13222.71","Traditional","15375","1","2024-09-19"
"Brazil","South","5327.23","Traditional","25607","5","2024-09-19"
"India","East","15499.37","Digital","62849","1","2024-09-19"
"Germany","South","6507.74","Digital","34877","5","2024-09-19"
"Brazil","West","13722.37","Traditional","24016","7","2024-09-19"
"China","North","6269.96","Traditional","49871","7","2024-09-19"
"USA","West","6276.35","Digital","44232","5","2024-09-19"
"Germany","West","7272.21","Digital","90961","10","2024-09-20"
"Brazil","East","7017.72","Traditional","33181","10","2024-09-20"
"China","East","19828.87","Traditional","81224","7","2024-09-20"
"India","South","15220.85","Digital","46050","3","2024-09-20"
"India","South","11654.7","Digital","65068","10","2024-09-20"
"Germany","South","12119.95","Digital","40229","9","2024-09-20"
"Germany","East","8475.06","Traditional","41369","7","2024-09-20"
"India","West","16224.73","Digital","99665","4","2024-09-20"
"Brazil","West","7847.99","Digital","56740","1","2024-09-20"
"Brazil","West","5372.28","Traditional","30728","10","2024-09-20"
"Brazil","East","17051.44","Traditional","90273","7","2024-09-20"
"Brazil","East","17665.05","Traditional","97265","5","2024-09-20"
"Brazil","South","9731.36","Traditional","14701","9","2024-09-20"
"Germany","East","17819.19","Digital","28118","2","2024-09-20"
"USA","East","10360.83","Digital","72017","5","2024-09-20"
"Germany","West","8680.84","Digital","69786","10","2024-09-20"
"India","East","8896.24","Traditional","13233","2","2024-09-20"
"Germany","South","16383.26","Digital","34442","5","2024-09-20"
"Germany","North","19945.21","Digital","50594","10","2024-09-20"
"India","West","9348.3","Traditional","75001","10","2024-09-20"
"Germany","West","13520.64","Digital","13505","9","2024-09-20"
"USA","North","14924.99","Traditional","69315","9","2024-09-20"
"USA","East","5838.87","Traditional","67226","1","2024-09-20"
"China","South","7628.33","Digital","23048","2","2024-09-20"
"Germany","South","9495.47","Digital","32484","2","2024-09-21"
"India","South","10348.21","Traditional","98274","1","2024-09-21"
"China","North","13702.09","Digital","47629","9","2024-09-21"
"USA","West","7293.2","Digital","37089","6","2024-09-21"
"Brazil","East","10401.45","Digital","52912","4","2024-09-21"
"China","East","17828.93","Traditional","80195","8","2024-09-21"
"India","East","15243.63","Traditional","11835","1","2024-09-21"
"Germany","West","12121.53","Digital","94468","8","2024-09-21"
"Brazil","South","13104.75","Traditional","76024","7","2024-09-21"
"Brazil","East","18099.27","Digital","98194","4","2024-09-21"
"China","South","13917.98","Traditional","89629","5","2024-09-21"
"Brazil","North","17287.86","Traditional","37032","5","2024-09-21"
"Germany","North","13241.3","Digital","95616","5","2024-09-21"
"China","West","17087.62","Digital","30992","7","2024-09-21"
"USA","East","11812.04","Digital","34906","1","2024-09-21"
"Germany","South","13519.72","Digital","89290","3","2024-09-21"
"China","West","15568.93","Traditional","67131","10","2024-09-21"
"Germany","West","9574.79","Traditional","48124","7","2024-09-21"
"USA","East","10454.19","Digital","36217","8","2024-09-21"
"Germany","West","13594.76","Traditional","26393","1","2024-09-21"
"Brazil","North","17534.18","Traditional","60879","7","2024-09-21"
"China","West","12210.1","Traditional","19610","4","2024-09-21"
"India","North","19138.42","Digital","15995","4","2024-09-21"
"USA","South","18762.14","Traditional","12696","2","2024-09-21"
"USA","East","12956.05","Traditional","18824","3","2024-09-22"
"USA","West","19040.46","Digital","47716","7","2024-09-22"
"India","East","18009.9","Traditional","14359","6","2024-09-22"
"Germany","East","19757.89","Digital","30811","9","2024-09-22"
"China","South","5086.65","Digital","83738","1","2024-09-22"
"China","North","19737.57","Digital","45453","6","2024-09-22"
"USA","North","19183.87","Digital","59698","10","2024-09-22"
"Germany","North","5600.03","Traditional","25139","10","2024-09-22"
"India","North","18281.7","Digital","34550","2","2024-09-22"
"India","South","15044.1","Digital","54557","5","2024-09-22"
"USA","South","14925.27","Traditional","72284","9","2024-09-22"
"USA","West","12027.18","Digital","37264","1","2024-09-22"
"Germany","North","6293.4","Traditional","86334","3","2024-09-22"
"China","North","7923.4","Digital","47474","9","2024-09-22"
"Germany","East","6210.25","Traditional","52838","4","2024-09-22"
"Germany","East","19907.6","Digital","43909","5","2024-09-22"
"Brazil","South","15818.76","Digital","98196","9","2024-09-22"
"Germany","East","12606.36","Traditional","12437","6","2024-09-22"
"USA","South","6605.49","Traditional","31314","1","2024-09-22"
"China","North","6031.14","Digital","75998","5","2024-09-22"
"India","East","8913.27","Digital","11528","8","2024-09-22"
"Germany","North","11705.85","Digital","36848","5","2024-09-22"
"Germany","East","11341.67","Digital","15325","6","2024-09-22"
"Germany","North","7402.75","Traditional","57377","6","2024-09-22"
"India","South","8391.52","Digital","36270","10","2024-09-23"
"Germany","West","5125.68","Digital","87545","9","2024-09-23"
"Germany","North","13620.54","Traditional","21132","10","2024-09-23"
"Germany","West","7679.28","Traditional","70922","1","2024-09-23"
"Brazil","West","10440.62","Digital","84266","1","2024-09-23"
"China","North","15728.74","Digital","30559","5","2024-09-23"
"India","North","11833.7","Digital","79692","2","2024-09-23"
"USA","North","16919.46","Digital","44127","8","2024-09-23"
"USA","South","12135.97","Traditional","92855","1","2024-09-23"
"USA","South","10640.35","Digital","98663","2","2024-09-23"
"China","South","17027.93","Digital","63909","2","2024-09-23"
"Brazil","North","14146.78","Digital","10136","4","2024-09-23"
"India","West","10451.3","Digital","92391","9","2024-09-23"
"Brazil","North","12181.93","Digital","87486","5","2024-09-23"
"China","North","14110.44","Traditional","51193","2","2024-09-23"
"USA","South","13053.34","Traditional","30857","5","2024-09-23"
"USA","North","9951.27","Digital","61262","5","2024-09-23"
"Brazil","South","17027.48","Digital","76187","3","2024-09-23"
"USA","West","13352.4","Digital","78862","8","2024-09-23"
"Brazil","West","15325.03","Traditional","88563","7","2024-09-23"
"Germany","East","5613.87","Traditional","40035","9","2024-09-23"
"India","East","7499.03","Traditional","56219","7","2024-09-23"
"USA","West","12223","Digital","73440","9","2024-09-23"
"Brazil","North","9641.54","Digital","44800","4","2024-09-23"
"China","North","8795.77","Digital","91706","5","2024-09-24"
"Germany","East","9354.58","Traditional","21651","6","2024-09-24"
"China","South","14509.81","Traditional","32794","9","2024-09-24"
"USA","North","13771.99","Traditional","40511","8","2024-09-24"
"India","West","14989.61","Digital","38469","6","2024-09-24"
"USA","West","19362.33","Digital","63055","9","2024-09-24"
"India","South","8309.45","Traditional","61432","10","2024-09-24"
"Brazil","South","8863.93","Traditional","67122","8","2024-09-24"
"India","East","13385.86","Digital","88331","7","2024-09-24"
"India","West","19927.13","Traditional","60728","9","2024-09-24"
"USA","North","9081.14","Digital","54127","6","2024-09-24"
"China","East","16974.23","Digital","13518","9","2024-09-24"
"Brazil","South","6326.22","Digital","78738","8","2024-09-24"
"China","North","15409.67","Traditional","42278","9","2024-09-24"
"USA","East","11825.82","Digital","79306","2","2024-09-24"
"Brazil","West","14730.49","Digital","51005","8","2024-09-24"
"USA","West","8454.36","Traditional","18507","9","2024-09-24"
"USA","West","10895.43","Digital","55779","6","2024-09-24"
"Germany","West","15815.25","Traditional","19029","7","2024-09-24"
"India","North","10287.95","Digital","96039","3","2024-09-24"
"Brazil","East","9530.65","Digital","62160","9","2024-09-24"
"Brazil","South","14066.89","Digital","88782","5","2024-09-24"
"Germany","East","18245.5","Digital","55404","4","2024-09-24"
"USA","West","18744.86","Traditional","71333","7","2024-09-24"
"Germany","South","9319.83","Traditional","52850","5","2024-09-25"
"Germany","East","9157.81","Traditional","35475","4","2024-09-25"
"USA","South","8776.75","Digital","56746","2","2024-09-25"
"Brazil","West","16183.48","Digital","77752","6","2024-09-25"
"Germany","East","13017.47","Digital","71000","8","2024-09-25"
"Brazil","East","5307.44","Traditional","90505","8","2024-09-25"
"USA","East","10933.9","Digital","11152","3","2024-09-25"
"India","South","12322.69","Digital","90893","8","2024-09-25"
"Germany","West","16858.26","Digital","20236","4","2024-09-25"
"Germany","West","13612.67","Traditional","52327","1","2024-09-25"
"India","East","6426.19","Traditional","53804","2","2024-09-25"
"Brazil","West","14272.59","Traditional","65991","3","2024-09-25"
"India","South","12183.98","Traditional","93727","7","2024-09-25"
"Germany","East","8893.8","Digital","49865","7","2024-09-25"
"Germany","South","8459.39","Digital","75851","4","2024-09-25"
"Brazil","North","11787.65","Digital","97097","4","2024-09-25"
"India","West","9330.32","Digital","64775","4","2024-09-25"
"China","South","16063.78","Traditional","98466","10","2024-09-25"
"India","South","9278.46","Digital","92772","6","2024-09-25"
"Germany","East","16337.21","Digital","34418","8","2024-09-25"
"China","West","12341.56","Traditional","33102","2","2024-09-25"
"USA","North","10344.84","Traditional","28508","3","2024-09-25"
"Germany","West","7208.31","Traditional","54206","2","2024-09-25"
"Brazil","North","13777.78","Digital","24134","10","2024-09-25"
"China","North","7547.98","Traditional","18183","6","2024-09-26"
"Germany","North","12599.94","Traditional","85155","8","2024-09-26"
"China","East","7949.4","Traditional","55264","9","2024-09-26"
"Germany","West","13449.9","Digital","93820","3","2024-09-26"
"USA","East","8328.72","Traditional","63141","1","2024-09-26"
"Brazil","West","13133.49","Traditional","28025","2","2024-09-26"
"USA","West","11427.49","Digital","96782","5","2024-09-26"
"Germany","South","14098.83","Digital","11607","3","2024-09-26"
"USA","South","14406.99","Digital","15519","9","2024-09-26"
"India","South","9699.49","Traditional","54509","4","2024-09-26"
"China","East","5613.2","Digital","57276","5","2024-09-26"
"China","West","19552.6","Digital","41915","7","2024-09-26"
"Brazil","East","19409.46","Traditional","15974","5","2024-09-26"
"China","South","11697.19","Digital","65814","9","2024-09-26"
"Germany","North","5772.2","Digital","25647","6","2024-09-26"
"India","East","7536.68","Traditional","47489","6","2024-09-26"
"USA","West","16688.01","Digital","82616","10","2024-09-26"
"China","North","6736.91","Traditional","74979","7","2024-09-26"
"China","North","6027.01","Digital","65454","7","2024-09-26"
"India","West","17085.43","Digital","22803","5","2024-09-26"
"USA","North","18105.1","Traditional","56799","1","2024-09-26"
"China","South","14717.32","Digital","31676","9","2024-09-26"
"India","West","7531","Digital","96514","7","2024-09-26"
"USA","South","5280.34","Digital","65522","10","2024-09-26"
"India","West","8213.62","Traditional","91918","7","2024-09-27"
"USA","North","16239.11","Digital","28888","2","2024-09-27"
"Germany","East","9417.91","Traditional","21003","5","2024-09-27"
"India","South","17906.23","Traditional","69571","7","2024-09-27"
"China","West","17246.39","Traditional","82335","2","2024-09-27"
"India","South","15644.24","Traditional","58302","10","2024-09-27"
"USA","North","14085.24","Traditional","88722","9","2024-09-27"
"Germany","West","6470.73","Digital","30595","4","2024-09-27"
"Brazil","North","19917.81","Digital","29600","7","2024-09-27"
"Germany","West","16956.45","Traditional","24538","5","2024-09-27"
"Brazil","South","16986.64","Traditional","51725","5","2024-09-27"
"Brazil","West","7689.82","Digital","81903","10","2024-09-27"
"Brazil","West","11549.97","Digital","40613","10","2024-09-27"
"China","East","6017.37","Traditional","59743","9","2024-09-27"
"Brazil","North","9667.88","Traditional","75083","2","2024-09-27"
"China","East","10039.59","Digital","25904","2","2024-09-27"
"India","North","11750.88","Digital","62518","7","2024-09-27"
"India","West","5920.77","Digital","66544","5","2024-09-27"
"Germany","West","19964.03","Traditional","96399","5","2024-09-27"
"Germany","South","18493.65","Traditional","18328","4","2024-09-27"
"USA","North","7190.78","Traditional","27964","2","2024-09-27"
"Germany","South","7952.49","Digital","64457","1","2024-09-27"
"USA","North","14659.96","Digital","17572","10","2024-09-27"
"USA","East","10802.3","Traditional","78204","3","2024-09-27"
"USA","West","15756.88","Traditional","41604","3","2024-09-28"
"USA","West","13843.48","Digital","52087","5","2024-09-28"
"Germany","West","7112.88","Digital","54849","4","2024-09-28"
"USA","East","6729.58","Traditional","50465","3","2024-09-28"
"China","North","6840.53","Traditional","50566","3","2024-09-28"
"Germany","West","8201.8","Traditional","74139","2","2024-09-28"
"Germany","West","13719.64","Traditional","48870","6","2024-09-28"
"USA","West","19358.09","Traditional","68132","4","2024-09-28"
"Brazil","North","10258.04","Traditional","83896","2","2024-09-28"
"USA","West","11285.2","Digital","64602","10","2024-09-28"
"China","South","16424.91","Digital","22621","2","2024-09-28"
"China","South","16555.07","Digital","90073","1","2024-09-28"
"India","West","13215.91","Traditional","82298","10","2024-09-28"
"USA","East","9180.39","Traditional","42624","2","2024-09-28"
"India","East","15075.39","Digital","56691","1","2024-09-28"
"USA","South","14715.28","Digital","98303","5","2024-09-28"
"India","South","12355.64","Traditional","24556","3","2024-09-28"
"China","West","9818.18","Digital","87161","5","2024-09-28"
"India","South","8074.75","Digital","83797","7","2024-09-28"
"India","East","12850.43","Digital","74854","9","2024-09-28"
"Brazil","East","5100.85","Digital","23926","9","2024-09-28"
"Brazil","West","9163.74","Digital","73776","6","2024-09-28"
"India","West","5094.47","Traditional","64348","3","2024-09-28"
"China","West","9083.69","Digital","49751","7","2024-09-28"
"USA","North","18003.77","Digital","86239","10","2024-09-29"
"Germany","East","10243.8","Traditional","71103","7","2024-09-29"
"Germany","South","15231.25","Digital","75450","4","2024-09-29"
"Brazil","East","6692.72","Traditional","23508","1","2024-09-29"
"India","North","13897.42","Traditional","11930","7","2024-09-29"
"Germany","West","13213.89","Traditional","85088","3","2024-09-29"
"USA","West","18463.43","Digital","79572","6","2024-09-29"
"Brazil","East","17621.04","Digital","78632","1","2024-09-29"
"Germany","East","8808.29","Digital","84630","5","2024-09-29"
"India","South","5541.53","Digital","58979","2","2024-09-29"
"Brazil","East","14267.72","Traditional","36603","6","2024-09-29"
"India","East","7648.9","Traditional","56958","10","2024-09-29"
"Germany","North","6749.59","Digital","37936","2","2024-09-29"
"Germany","South","11325.95","Digital","53431","1","2024-09-29"
"China","East","8687.24","Digital","40924","4","2024-09-29"
"USA","East","19754.26","Traditional","39685","5","2024-09-29"
"Germany","North","11098.88","Digital","80757","3","2024-09-29"
"Brazil","North","11524.54","Traditional","63422","8","2024-09-29"
"Brazil","East","17574.27","Traditional","26814","1","2024-09-29"
"India","South","17620.45","Digital","76505","3","2024-09-29"
"Germany","South","17970.35","Digital","64285","6","2024-09-29"
"USA","South","8244.03","Traditional","61611","6","2024-09-29"
"USA","East","17397.43","Digital","31749","4","2024-09-29"
"USA","West","6146.86","Digital","50388","4","2024-09-29"
"Germany","South","19014.56","Digital","12531","9","2024-09-30"
"India","South","5078.74","Digital","69810","8","2024-09-30"
"USA","South","19477.98","Traditional","58763","5","2024-09-30"
"USA","East","6816.78","Digital","44869","1","2024-09-30"
"USA","West","5590.8","Digital","72917","7","2024-09-30"
"China","West","16291.31","Digital","44954","4","2024-09-30"
"India","East","16399.32","Digital","33868","2","2024-09-30"
"China","West","11644.6","Digital","33748","3","2024-09-30"
"India","East","19666.33","Digital","24197","9","2024-09-30"
"China","West","19771.96","Digital","48590","2","2024-09-30"
"USA","East","19527.98","Traditional","83060","4","2024-09-30"
"China","North","14091.24","Digital","36005","8","2024-09-30"
"China","North","14812.41","Digital","26315","4","2024-09-30"
"USA","East","7900.83","Traditional","62237","5","2024-09-30"
"Brazil","West","18240.55","Digital","71205","4","2024-09-30"
"Germany","East","13541.78","Traditional","20701","4","2024-09-30"
"USA","South","13928.96","Traditional","76848","7","2024-09-30"
"USA","North","14908.41","Digital","39258","4","2024-09-30"
"China","West","7965.51","Traditional","89687","7","2024-09-30"
"Germany","South","19018.42","Digital","32375","10","2024-09-30"
"Brazil","South","9682.86","Digital","40025","10","2024-09-30"
"India","East","19052.05","Digital","55789","8","2024-09-30"
"USA","East","6854.91","Digital","69988","2","2024-09-30"
"Germany","West","7829.06","Digital","60067","4","2024-09-30"
"Brazil","South","13505.53","Traditional","20787","1","2024-10-01"
"India","West","14838.27","Digital","48073","7","2024-10-01"
"Brazil","South","12568.79","Traditional","89063","6","2024-10-01"
"Brazil","South","16816.54","Digital","17121","8","2024-10-01"
"Brazil","North","16240.2","Digital","99480","7","2024-10-01"
"India","East","16587.9","Digital","81283","3","2024-10-01"
"Brazil","North","18010.38","Digital","81447","9","2024-10-01"
"Germany","East","19404.24","Digital","53417","2","2024-10-01"
"Germany","South","7418.1","Digital","80209","8","2024-10-01"
"China","North","18572.78","Traditional","52727","7","2024-10-01"
"Brazil","West","18531.91","Traditional","80018","5","2024-10-01"
"China","South","6862.95","Digital","71573","9","2024-10-01"
"China","North","15601.15","Digital","73869","1","2024-10-01"
"China","South","10065.61","Digital","11334","1","2024-10-01"
"Germany","West","12882","Digital","83176","5","2024-10-01"
"India","East","10463.93","Traditional","78087","6","2024-10-01"
"China","East","18884.59","Digital","76913","7","2024-10-01"
"Germany","East","11649.73","Traditional","81873","9","2024-10-01"
"USA","South","11066.89","Digital","42371","6","2024-10-01"
"China","East","18122.63","Digital","72751","2","2024-10-01"
"USA","North","7755.02","Traditional","18634","3","2024-10-01"
"India","East","8846.99","Traditional","27544","3","2024-10-01"
"USA","North","8934.04","Traditional","91568","8","2024-10-01"
"Brazil","West","10126.95","Digital","46978","6","2024-10-01"
"USA","South","14388.02","Digital","21527","6","2024-10-02"
"Germany","West","7152.05","Digital","91409","1","2024-10-02"
"China","West","14506.05","Traditional","93958","4","2024-10-02"
"USA","North","5226.76","Digital","41862","9","2024-10-02"
"USA","West","5265.02","Digital","86639","9","2024-10-02"
"China","West","12845.4","Digital","95085","8","2024-10-02"
"India","North","16726.56","Traditional","83612","2","2024-10-02"
"Germany","East","18320.62","Digital","77475","7","2024-10-02"
"India","East","17282.41","Digital","86373","1","2024-10-02"
"India","West","16496.09","Traditional","68280","3","2024-10-02"
"Brazil","West","19597.58","Traditional","60412","7","2024-10-02"
"China","West","8004.67","Digital","37290","4","2024-10-02"
"Brazil","North","12778.4","Digital","43735","6","2024-10-02"
"India","South","15176.18","Digital","59859","10","2024-10-02"
"USA","East","16613.31","Digital","87937","1","2024-10-02"
"Germany","South","12067.35","Traditional","41774","6","2024-10-02"
"India","North","9228.42","Traditional","61958","2","2024-10-02"
"China","North","13143.67","Traditional","82510","3","2024-10-02"
"India","South","17856.93","Traditional","41515","2","2024-10-02"
"Brazil","South","17656.16","Traditional","40863","9","2024-10-02"
"Brazil","East","16453.27","Digital","67293","4","2024-10-02"
"Brazil","South","5804.86","Digital","72999","4","2024-10-02"
"India","East","9994.88","Traditional","90969","8","2024-10-02"
"China","West","19641.26","Traditional","93105","1","2024-10-02"
"China","South","16668.85","Digital","13581","7","2024-10-03"
"USA","East","7013.35","Digital","17031","3","2024-10-03"
"Brazil","East","11003.76","Traditional","27179","3","2024-10-03"
"China","North","18068.36","Traditional","42897","1","2024-10-03"
"India","North","12509.14","Traditional","23650","8","2024-10-03"
"China","South","14918.13","Traditional","18818","7","2024-10-03"
"China","West","13199.31","Digital","70964","9","2024-10-03"
"Brazil","South","9670.24","Traditional","53038","10","2024-10-03"
"India","East","11297.31","Traditional","29689","6","2024-10-03"
"India","South","14559.68","Traditional","83286","4","2024-10-03"
"China","East","17275.57","Digital","72956","8","2024-10-03"
"Germany","East","7851.1","Traditional","99791","9","2024-10-03"
"Germany","East","19163.67","Traditional","29673","3","2024-10-03"
"Brazil","South","11609.03","Digital","61234","9","2024-10-03"
"Brazil","East","18174.9","Traditional","24585","1","2024-10-03"
"Germany","East","12750.6","Traditional","58181","2","2024-10-03"
"India","South","9361.44","Digital","10048","3","2024-10-03"
"Brazil","South","19934.17","Traditional","79362","9","2024-10-03"
"China","West","10466.66","Digital","56785","5","2024-10-03"
"Brazil","West","19436.53","Digital","85739","1","2024-10-03"
"Germany","North","8243.69","Traditional","76732","7","2024-10-03"
"China","East","13171.2","Traditional","62787","8","2024-10-03"
"Brazil","North","19094.6","Digital","27463","2","2024-10-03"
"USA","West","6645.29","Traditional","53726","5","2024-10-03"
"USA","South","12277.97","Traditional","20971","10","2024-10-04"
"China","North","11435.88","Digital","37732","9","2024-10-04"
"China","West","16133.11","Digital","25936","1","2024-10-04"
"USA","West","7089.46","Traditional","82151","9","2024-10-04"
"India","North","16537.37","Traditional","41404","8","2024-10-04"
"India","East","6082.76","Traditional","80307","5","2024-10-04"
"USA","South","15148.71","Digital","38693","6","2024-10-04"
"Brazil","West","18798.69","Digital","21025","7","2024-10-04"
"USA","West","8259.18","Traditional","95458","4","2024-10-04"
"USA","South","15707.2","Digital","64535","7","2024-10-04"
"Germany","West","16523.87","Traditional","21666","10","2024-10-04"
"China","East","10510.62","Traditional","40631","6","2024-10-04"
"Germany","South","15504.88","Traditional","95862","3","2024-10-04"
"India","South","10131.12","Traditional","98676","9","2024-10-04"
"Germany","South","6038.79","Digital","34251","8","2024-10-04"
"India","East","18293.07","Digital","71494","7","2024-10-04"
"China","South","6554.41","Traditional","57880","7","2024-10-04"
"Brazil","South","6162.02","Digital","96436","3","2024-10-04"
"India","East","16561.71","Traditional","73743","5","2024-10-04"
"India","East","12997.59","Digital","57833","2","2024-10-04"
"India","North","9564.39","Digital","46838","5","2024-10-04"
"USA","South","12048.31","Digital","73791","2","2024-10-04"
"Germany","South","12982.49","Traditional","60584","10","2024-10-04"
"Germany","East","18812.05","Digital","42420","4","2024-10-04"
"Brazil","North","6831.96","Digital","46622","5","2024-10-05"
"China","West","17334.17","Digital","85892","7","2024-10-05"
"Germany","West","18012.88","Digital","71737","6","2024-10-05"
"Germany","North","17683.75","Digital","67817","4","2024-10-05"
"Germany","West","5421.95","Traditional","72421","1","2024-10-05"
"USA","South","7262.38","Digital","60765","1","2024-10-05"
"USA","West","16944.46","Traditional","53835","4","2024-10-05"
"India","West","12816.65","Digital","54445","1","2024-10-05"
"Germany","West","16531.5","Digital","62978","2","2024-10-05"
"China","South","17315.46","Traditional","21732","1","2024-10-05"
"Brazil","South","14608.21","Traditional","20185","8","2024-10-05"
"China","South","18034.51","Digital","12974","4","2024-10-05"
"Germany","South","16507.08","Digital","18860","8","2024-10-05"
"USA","East","9722.28","Digital","64251","9","2024-10-05"
"USA","West","10111.06","Digital","48614","5","2024-10-05"
"Brazil","West","7621.47","Traditional","56153","1","2024-10-05"
"Germany","South","17946.21","Traditional","15054","4","2024-10-05"
"China","North","12286","Digital","47739","8","2024-10-05"
"India","South","12457.61","Traditional","96004","6","2024-10-05"
"China","East","19228.7","Traditional","58502","9","2024-10-05"
"India","South","5113.65","Traditional","11804","7","2024-10-05"
"Germany","East","14026.03","Traditional","95319","1","2024-10-05"
"Brazil","North","10576.27","Traditional","54756","5","2024-10-05"
"Brazil","South","11877.08","Digital","60671","3","2024-10-05"
"India","East","9510.15","Digital","82492","5","2024-10-06"
"USA","West","19170.55","Digital","91212","7","2024-10-06"
"China","West","7830.55","Traditional","62220","8","2024-10-06"
"Germany","West","17606.02","Digital","34470","6","2024-10-06"
"USA","South","15773.3","Traditional","81429","10","2024-10-06"
"India","South","12476.99","Digital","57974","5","2024-10-06"
"Brazil","East","13345.64","Digital","97889","2","2024-10-06"
"China","South","16338.15","Digital","79207","1","2024-10-06"
"India","South","14770.17","Digital","27806","6","2024-10-06"
"India","South","7610.69","Digital","48242","5","2024-10-06"
"China","West","10949.19","Digital","75849","8","2024-10-06"
"India","West","16532.24","Digital","52361","3","2024-10-06"
"Germany","South","15895.38","Digital","35890","6","2024-10-06"
"USA","North","9200.1","Traditional","60432","5","2024-10-06"
"USA","North","5971.21","Digital","43058","7","2024-10-06"
"China","South","15028.16","Traditional","82793","6","2024-10-06"
"Brazil","South","19643.72","Traditional","54978","9","2024-10-06"
"India","West","7984.31","Digital","62900","6","2024-10-06"
"China","East","14670.77","Digital","11671","5","2024-10-06"
"USA","South","18036.39","Digital","20015","1","2024-10-06"
"USA","East","9944.84","Traditional","54502","8","2024-10-06"
"Brazil","East","7369.65","Digital","73622","7","2024-10-06"
"Brazil","West","8390.16","Traditional","13276","1","2024-10-06"
"China","North","6427.87","Digital","44966","5","2024-10-06"
"USA","West","17945.76","Traditional","27707","10","2024-10-07"
"Germany","East","8121.22","Traditional","46095","4","2024-10-07"
"USA","East","18650.79","Traditional","82691","6","2024-10-07"
"Brazil","East","10288.41","Digital","82030","10","2024-10-07"
"Germany","North","7920.67","Digital","44216","3","2024-10-07"
"Brazil","West","10776.62","Traditional","47890","2","2024-10-07"
"China","East","7506.48","Digital","71874","10","2024-10-07"
"China","West","7977.81","Traditional","49350","6","2024-10-07"
"India","South","11392.59","Digital","64789","9","2024-10-07"
"USA","North","15805.14","Digital","87079","1","2024-10-07"
"India","South","17595.67","Digital","24611","4","2024-10-07"
"USA","South","9200.23","Digital","62256","2","2024-10-07"
"China","North","7550.57","Digital","72529","3","2024-10-07"
"China","South","10842.13","Digital","16118","6","2024-10-07"
"USA","West","9917.18","Traditional","38492","7","2024-10-07"
"Germany","West","18648.35","Digital","37887","2","2024-10-07"
"USA","South","12697.61","Digital","37820","3","2024-10-07"
"India","East","10686.63","Traditional","65626","3","2024-10-07"
"Germany","West","9858.81","Traditional","97654","4","2024-10-07"
"China","East","7262.41","Digital","11463","3","2024-10-07"
"USA","East","8472.53","Traditional","87712","7","2024-10-07"
"China","South","19219.87","Traditional","35459","2","2024-10-07"
"China","East","10644.62","Traditional","99509","8","2024-10-07"
"Brazil","South","16143.77","Digital","26277","8","2024-10-07"
"USA","South","11824.49","Digital","67080","10","2024-10-08"
"USA","East","19976.19","Digital","75404","10","2024-10-08"
"Brazil","West","15058.97","Digital","67455","3","2024-10-08"
"Brazil","West","9658.71","Digital","29993","2","2024-10-08"
"Brazil","North","18627.22","Traditional","24816","2","2024-10-08"
"China","West","9910.28","Digital","48297","3","2024-10-08"
"India","East","15996.49","Traditional","96309","10","2024-10-08"
"Brazil","West","6169.82","Traditional","77661","2","2024-10-08"
"India","West","19596.12","Traditional","81052","7","2024-10-08"
"Germany","North","7429.18","Traditional","45007","5","2024-10-08"
"USA","South","11526.89","Digital","80600","1","2024-10-08"
"China","West","5259.13","Digital","57535","6","2024-10-08"
"China","West","14862.77","Digital","66196","5","2024-10-08"
"Germany","North","5238.43","Digital","21043","9","2024-10-08"
"India","East","12255.33","Traditional","44991","6","2024-10-08"
"USA","North","7015.94","Digital","27943","1","2024-10-08"
"Brazil","East","11346.45","Digital","53321","6","2024-10-08"
"USA","East","8142.79","Digital","88661","2","2024-10-08"
"Brazil","South","7578.02","Digital","75108","9","2024-10-08"
"India","North","14247.85","Traditional","16848","7","2024-10-08"
"Germany","East","11434.72","Traditional","52182","9","2024-10-08"
"Brazil","West","7120.62","Digital","68003","8","2024-10-08"
"Brazil","South","19122.44","Digital","24693","9","2024-10-08"
