Country,Zone,Product_ID,Product_Category,Units_Sold,Revenue,Cost_of_Goods_Sold,Date,Marketing_Spend,Campaign_Type,Customer_Reach,Brand_Awareness_Score,Customer_Rating,Feedback_Type,Volume_of_Feedback,Competitor_Name,Competitor_Price,Competitor_Market_Share,Profit,Profit Margin
China,West,P50,Carbonated Drinks,658,3483.17,2309.63,2024-11-07,7416.83,Traditional,32996,10,3,Positive,381,Competitor_C,4.46,21.67,1173.54,0.3369172334396541
China,West,P95,Carbonated Drinks,259,3949.18,1923.31,2024-11-08,14805.79,Digital,24262,7,5,Negative,487,Competitor_C,4.46,21.67,2025.87,0.5129849740958883
Germany,East,P56,Carbonated Drinks,414,2137.06,833.93,2024-11-08,10714.01,Digital,44566,4,2,Positive,365,Competitor_A,9.96,32.73,1303.13,0.6097769833322415
Germany,South,P15,Water,466,2050.17,1067.2,2024-11-08,5968.92,Traditional,36021,2,5,Negative,204,Competitor_A,3.37,10.29,982.97,0.47945780106039987
China,East,P70,Juices,684,1139.78,1993.42,2024-11-08,8433.74,Traditional,79600,9,2,Positive,253,Competitor_C,9.85,23.93,-853.6400000000001,-0.7489515520539053
Germany,South,P51,Water,806,1265.96,2095.39,2024-11-09,8012.02,Traditional,74807,1,5,Negative,54,Competitor_A,3.37,10.29,-829.4299999999998,-0.6551786786312362
Germany,South,P86,Water,429,1776.81,1114.47,2024-11-09,8012.02,Traditional,74807,1,5,Negative,54,Competitor_A,3.37,10.29,662.3399999999999,0.3727691762203049
Germany,South,P80,Carbonated Drinks,474,1316.24,1746.91,2024-11-09,8012.02,Traditional,74807,1,3,Negative,466,Competitor_A,6.59,37.39,-430.6700000000001,-0.3271971676897831
Usa,East,P91,Juices,920,3191.62,1020.41,2024-11-09,13000.96,Digital,51908,4,4,Positive,398,Competitor_B,7.87,35.77,2171.21,0.6802846203495404
Usa,East,P41,Juices,454,3867.61,1217.54,2024-11-09,13000.96,Digital,51908,4,4,Positive,398,Competitor_B,7.87,35.77,2650.07,0.6851957668948007
China,West,P82,Juices,407,2648.94,1092.61,2024-11-09,15997.16,Digital,67068,1,4,Negative,461,Competitor_A,1.46,24.03,1556.3300000000002,0.5875293513631868
China,West,P62,Juices,624,2549.77,2325.22,2024-11-09,15997.16,Digital,67068,1,4,Negative,461,Competitor_A,1.46,24.03,224.55000000000018,0.08806676680641791
Germany,West,P4,Juices,722,1537.57,2468.44,2024-11-09,9804.79,Digital,10659,7,5,Positive,472,Competitor_C,7.75,15.94,-930.8700000000001,-0.6054163387683164
India,West,P65,Carbonated Drinks,499,1410.69,916.91,2024-11-09,18333.87,Traditional,59956,6,5,Positive,85,Competitor_C,1.15,40.65,493.7800000000001,0.3500272916090708
Brazil,North,P13,Carbonated Drinks,910,1231.29,985.42,2024-11-09,8989.49,Traditional,96633,1,4,Positive,150,Competitor_A,9.9,20.09,245.87,0.19968488333373943
Germany,North,P70,Juices,400,1293.63,2894.15,2024-11-10,5352.2,Digital,89922,2,3,Negative,208,Competitor_B,7.49,13.55,-1600.52,-1.2372316659322988
India,West,P25,Carbonated Drinks,587,1277.13,1093.01,2024-11-10,13305.74,Traditional,47690,4,5,Negative,465,Competitor_C,1.15,40.65,184.12000000000012,0.14416699944406608
Usa,West,P48,Water,592,2259.25,2928.69,2024-11-10,9732.39,Traditional,59768,10,1,Positive,435,Competitor_B,8.4,33.33,-669.44,-0.29631072258492863
Germany,East,P89,Water,557,4538.67,628.36,2024-11-10,9540.48,Traditional,71255,2,5,Negative,498,Competitor_B,9.15,14.99,3910.31,0.8615541557328468
Germany,West,P97,Carbonated Drinks,289,3848.96,849.52,2024-11-10,16719.48,Traditional,42045,9,3,Positive,63,Competitor_B,7.79,34.54,2999.44,0.7792858330562022
China,West,P6,Carbonated Drinks,117,2788.71,2981.46,2024-11-10,11625.66,Digital,41434,3,2,Negative,58,Competitor_C,4.46,21.67,-192.75,-0.0691179792807427
Brazil,South,P27,Juices,301,2554.07,767.29,2024-11-11,18243.16,Traditional,75440,6,3,Positive,251,Competitor_A,8.38,29.71,1786.7800000000002,0.6995814523486045
Brazil,South,P63,Juices,343,2614.38,2452.23,2024-11-11,18243.16,Traditional,75440,6,3,Positive,251,Competitor_A,8.38,29.71,162.1500000000001,0.06202235329217638
Brazil,South,P28,Juices,127,1532.19,512.87,2024-11-11,18243.16,Traditional,75440,6,3,Positive,251,Competitor_A,8.38,29.71,1019.32,0.6652699730451185
China,West,P30,Water,215,4682.49,1419.43,2024-11-11,12019.28,Digital,82617,5,1,Positive,170,Competitor_C,6.74,49.34,3263.0599999999995,0.6968642752040046
China,West,P21,Water,466,2953.02,1222.55,2024-11-11,12019.28,Digital,82617,5,1,Positive,170,Competitor_C,6.74,49.34,1730.47,0.5860000948181862
Usa,North,P19,Juices,377,4499.37,2695.23,2024-11-11,5715.16,Digital,44415,10,3,Negative,487,Competitor_A,6.14,28.63,1804.1399999999999,0.4009761366591323
Usa,North,P36,Juices,798,3795.27,2554.83,2024-11-11,5715.16,Digital,44415,10,3,Negative,487,Competitor_A,6.14,28.63,1240.44,0.3268384067536697
India,East,P66,Water,860,2606.69,1817.71,2024-11-11,15028.21,Digital,94654,2,5,Negative,481,Competitor_C,4.72,20.46,788.98,0.30267503999324813
China,North,P37,Carbonated Drinks,186,4080.36,2247.08,2024-11-11,15279.15,Digital,63042,8,2,Positive,183,Competitor_C,9.68,17.62,1833.2800000000002,0.4492936897724711
Brazil,East,P50,Water,858,4311.03,2430.23,2024-11-11,16153.89,Traditional,93987,4,2,Negative,471,Competitor_A,8.86,14.81,1880.7999999999997,0.4362762495273751
China,South,P26,Juices,484,1129.37,2641.33,2024-11-11,16842.46,Digital,52517,8,2,Positive,393,Competitor_B,4.18,25.86,-1511.96,-1.3387640897137343
Usa,North,P46,Water,888,3876.46,2317.63,2024-11-12,14491.09,Traditional,63883,8,4,Positive,61,Competitor_C,4.03,24.7,1558.83,0.40212719852649065
Usa,East,P57,Water,815,2686.24,1023.78,2024-11-13,18740.91,Traditional,65240,6,2,Positive,247,Competitor_A,8.32,10.01,1662.4599999999998,0.6188799213770921
Brazil,East,P73,Carbonated Drinks,935,3298.77,1521.09,2024-11-13,9275.86,Digital,47397,5,1,Positive,486,Competitor_C,2.64,12.45,1777.68,0.5388917687501705
India,East,P88,Water,167,1229.33,2368.96,2024-11-13,16740.87,Digital,33974,1,5,Negative,252,Competitor_C,4.72,20.46,-1139.63,-0.9270334247110216
China,South,P79,Juices,456,4948.94,2402.43,2024-11-13,19551.05,Traditional,77423,5,5,Negative,181,Competitor_B,4.18,25.86,2546.5099999999998,0.5145566525356945
Brazil,North,P53,Carbonated Drinks,930,4760.3,2240.42,2024-11-13,12347.57,Traditional,25864,1,3,Negative,166,Competitor_A,9.9,20.09,2519.88,0.5293531920257126
Brazil,North,P84,Carbonated Drinks,831,1157.84,812.73,2024-11-13,12347.57,Traditional,25864,1,3,Negative,166,Competitor_A,9.9,20.09,345.1099999999999,0.2980636357355074
India,West,P19,Juices,186,1409.83,2383.76,2024-11-13,16361.99,Digital,65283,8,2,Negative,117,Competitor_C,1.56,14.61,-973.9300000000003,-0.6908137860593123
India,West,P71,Juices,245,1439.96,918.34,2024-11-14,6548.39,Digital,82898,2,3,Positive,342,Competitor_C,1.56,14.61,521.62,0.3622461735048196
India,West,P60,Juices,136,1475.76,675.89,2024-11-14,6548.39,Digital,82898,2,3,Positive,342,Competitor_C,1.56,14.61,799.87,0.5420054751450101
India,South,P16,Water,349,1559.36,2258.23,2024-11-14,16100.05,Digital,80003,3,2,Positive,91,Competitor_A,4.9,23.31,-698.8700000000001,-0.4481774574184282
Usa,North,P79,Carbonated Drinks,817,4719.04,1030.45,2024-11-14,14592.89,Digital,68092,2,3,Negative,396,Competitor_B,6.78,38.2,3688.59,0.7816399098121652
Brazil,South,P75,Carbonated Drinks,879,4390.48,1590.95,2024-11-14,6425.74,Traditional,17208,1,4,Positive,299,Competitor_A,4.33,29.31,2799.5299999999997,0.6376364315519032
Germany,West,P74,Juices,539,3440.47,1456.68,2024-11-14,18042.89,Traditional,55180,7,1,Positive,464,Competitor_C,7.75,15.94,1983.7899999999997,0.5766043592881205
Germany,East,P47,Carbonated Drinks,936,4650.69,1708.92,2024-11-15,18270.5,Traditional,79071,10,3,Positive,438,Competitor_A,9.96,32.73,2941.7699999999995,0.6325448481838178
China,South,P78,Juices,955,4192.82,1044.99,2024-11-15,6357.66,Digital,58384,2,1,Negative,362,Competitor_B,4.18,25.86,3147.83,0.7507667870311628
India,West,P27,Carbonated Drinks,977,1886.72,2353.95,2024-11-15,12083.22,Traditional,80085,9,1,Negative,122,Competitor_C,1.15,40.65,-467.2299999999998,-0.247641409430122
China,East,P53,Water,282,3199.6,2964.35,2024-11-15,12387.3,Digital,82852,4,4,Negative,367,Competitor_C,2.19,29.42,235.25,0.07352481560195025
Germany,West,P41,Juices,808,1605.24,2885.57,2024-11-15,7458.32,Traditional,54895,9,2,Positive,329,Competitor_C,7.75,15.94,-1280.3300000000002,-0.7975941292267824
Usa,East,P42,Carbonated Drinks,892,2609.77,689.66,2024-11-15,15810.09,Digital,86650,9,1,Negative,387,Competitor_B,5.78,41.9,1920.1100000000001,0.7357391647539822
India,West,P47,Water,457,4780.99,801.0,2024-11-16,18874.37,Traditional,49439,9,4,Positive,252,Competitor_C,7.32,14.59,3979.99,0.8324614776437516
India,East,P39,Water,741,2351.24,2061.95,2024-11-16,16748.72,Digital,31597,9,2,Positive,452,Competitor_C,4.72,20.46,289.28999999999996,0.1230372058998656
Brazil,North,P83,Juices,175,4417.72,2979.38,2024-11-16,9767.58,Traditional,44341,6,4,Positive,140,Competitor_C,1.72,35.44,1438.3400000000001,0.3255842380232337
Germany,South,P67,Carbonated Drinks,144,4022.28,854.45,2024-11-17,19398.71,Digital,17574,1,5,Positive,267,Competitor_A,6.59,37.39,3167.83,0.787570731028173
Germany,South,P53,Carbonated Drinks,834,2250.96,643.23,2024-11-17,19398.71,Digital,17574,1,5,Positive,267,Competitor_A,6.59,37.39,1607.73,0.7142419234459964
China,South,P24,Carbonated Drinks,970,1013.3,2907.97,2024-11-17,18840.17,Traditional,74576,1,5,Negative,449,Competitor_B,4.95,31.45,-1894.6699999999998,-1.8698016382117832
China,South,P58,Carbonated Drinks,667,2991.69,1493.26,2024-11-17,18840.17,Traditional,74576,1,5,Negative,449,Competitor_B,4.95,31.45,1498.43,0.5008640601131802
China,East,P36,Juices,212,3513.8,1872.59,2024-11-17,12795.82,Traditional,76250,7,3,Negative,442,Competitor_C,9.85,23.93,1641.2100000000003,0.46707553076441466
China,East,P26,Juices,109,4155.66,1947.69,2024-11-17,12795.82,Traditional,76250,7,3,Negative,442,Competitor_C,9.85,23.93,2207.97,0.5313163252046607
Usa,South,P30,Water,392,1655.12,1558.36,2024-11-17,15128.92,Digital,99662,6,5,Positive,391,Competitor_C,6.67,28.97,96.75999999999999,0.058461017932234516
India,South,P22,Carbonated Drinks,512,3713.62,1230.41,2024-11-17,14393.02,Digital,45979,7,4,Negative,404,Competitor_C,2.77,14.07,2483.21,0.6686763858445398
Brazil,North,P25,Carbonated Drinks,992,4887.41,1581.54,2024-11-18,14714.65,Digital,83817,8,2,Positive,250,Competitor_A,9.9,20.09,3305.87,0.6764052944197438
Brazil,North,P86,Water,212,2951.95,1974.06,2024-11-18,14714.65,Digital,83817,8,3,Positive,283,Competitor_A,4.73,10.3,977.8899999999999,0.3312691610630261
China,West,P82,Water,570,3450.74,2078.28,2024-11-18,9776.2,Traditional,25374,5,3,Negative,371,Competitor_C,6.74,49.34,1372.4599999999996,0.39772918272602387
Brazil,East,P77,Water,585,2648.57,1305.52,2024-11-18,17368.48,Digital,80017,7,3,Negative,154,Competitor_A,8.86,14.81,1343.0500000000002,0.5070849552777537
Brazil,East,P4,Water,732,2919.47,726.36,2024-11-18,17368.48,Digital,80017,7,3,Negative,154,Competitor_A,8.86,14.81,2193.1099999999997,0.751201416695496
Brazil,West,P37,Carbonated Drinks,289,4826.23,1021.82,2024-11-18,6430.45,Digital,59927,3,1,Negative,173,Competitor_A,5.69,38.36,3804.4099999999994,0.7882778069010387
Usa,West,P99,Juices,712,3334.73,2993.98,2024-11-19,18158.61,Digital,54525,7,4,Negative,156,Competitor_C,2.36,30.14,340.75,0.1021821856642067
Usa,West,P24,Juices,585,1006.26,2172.52,2024-11-19,18158.61,Digital,54525,7,4,Negative,156,Competitor_C,2.36,30.14,-1166.26,-1.1590046310098783
Germany,West,P73,Water,284,1285.39,597.31,2024-11-19,13321.07,Digital,97372,3,3,Positive,180,Competitor_A,2.87,21.93,688.0800000000002,0.5353083499949433
Brazil,North,P99,Carbonated Drinks,964,2987.57,1891.55,2024-11-20,13326.15,Traditional,52878,4,1,Positive,472,Competitor_A,9.9,20.09,1096.0200000000002,0.36686002336346935
China,West,P2,Carbonated Drinks,299,1557.2,705.8,2024-11-20,8387.17,Digital,82990,5,3,Negative,84,Competitor_C,4.46,21.67,851.4000000000001,0.5467505779604419
China,West,P72,Carbonated Drinks,616,2953.93,1710.53,2024-11-20,8387.17,Digital,82990,5,3,Negative,84,Competitor_C,4.46,21.67,1243.3999999999999,0.4209307600383218
China,West,P48,Carbonated Drinks,639,2991.38,1825.71,2024-11-20,8387.17,Digital,82990,5,3,Negative,84,Competitor_C,4.46,21.67,1165.67,0.38967633667404344
Brazil,East,P21,Carbonated Drinks,112,2099.92,921.41,2024-11-20,17662.1,Traditional,55278,7,5,Negative,406,Competitor_C,2.64,12.45,1178.5100000000002,0.5612166177759154
Germany,East,P48,Carbonated Drinks,488,4218.29,1449.4,2024-11-20,12832.08,Digital,88130,4,5,Negative,75,Competitor_A,9.96,32.73,2768.89,0.6564010535074639
Usa,South,P78,Juices,772,1761.04,2031.42,2024-11-20,14271.37,Digital,87308,3,2,Positive,276,Competitor_B,3.6,47.57,-270.3800000000001,-0.15353427520101764
Brazil,South,P29,Juices,587,1354.14,2310.9,2024-11-21,14678.56,Digital,43310,8,4,Negative,302,Competitor_A,8.38,29.71,-956.76,-0.7065443750276927
China,South,P36,Juices,131,3015.97,1735.28,2024-11-21,6949.05,Traditional,71535,3,3,Negative,446,Competitor_B,4.18,25.86,1280.6899999999998,0.4246361866994698
Germany,West,P36,Water,815,3205.07,1928.26,2024-11-21,11828.16,Digital,32761,2,1,Negative,231,Competitor_A,2.87,21.93,1276.8100000000002,0.3983719544346926
Germany,North,P75,Carbonated Drinks,918,3767.31,1016.19,2024-11-21,6192.3,Digital,79351,8,3,Negative,132,Competitor_C,8.04,25.45,2751.12,0.7302611146945699
China,South,P95,Juices,525,3436.48,2960.49,2024-11-22,8918.68,Digital,40429,2,1,Positive,101,Competitor_B,4.18,25.86,475.99000000000024,0.1385109181488035
Germany,South,P74,Carbonated Drinks,401,3020.37,1416.66,2024-11-22,7313.64,Digital,13962,6,1,Positive,145,Competitor_A,6.59,37.39,1603.7099999999998,0.5309647493519005
Germany,South,P96,Carbonated Drinks,336,3633.03,2278.22,2024-11-22,7313.64,Digital,13962,6,1,Positive,145,Competitor_A,6.59,37.39,1354.8100000000004,0.372914619477406
Germany,South,P86,Carbonated Drinks,620,1499.94,1160.57,2024-11-22,7313.64,Digital,13962,6,1,Positive,145,Competitor_A,6.59,37.39,339.3700000000001,0.22625571689534255
Brazil,North,P16,Water,222,1267.99,949.39,2024-11-22,9842.72,Traditional,85802,3,3,Negative,273,Competitor_A,4.73,10.3,318.6,0.2512638112287952
China,North,P45,Carbonated Drinks,104,3418.15,1205.75,2024-11-22,18378.9,Traditional,18472,7,4,Negative,199,Competitor_C,9.68,17.62,2212.4,0.6472507057911443
Brazil,South,P47,Carbonated Drinks,786,3188.21,2234.6,2024-11-23,12063.98,Digital,77681,5,4,Negative,197,Competitor_A,4.33,29.31,953.6100000000001,0.29910514050203724
China,West,P87,Juices,102,2990.01,1967.9,2024-11-23,18932.04,Traditional,59524,1,2,Negative,310,Competitor_A,1.46,24.03,1022.1100000000001,0.3418416660813844
Usa,South,P35,Carbonated Drinks,535,2959.33,2232.48,2024-11-23,10687.08,Traditional,53194,7,1,Positive,366,Competitor_A,5.65,27.02,726.8499999999999,0.24561302727306517
Germany,North,P34,Carbonated Drinks,198,1711.48,1897.99,2024-11-23,19098.27,Traditional,67609,5,3,Positive,274,Competitor_C,8.04,25.45,-186.51,-0.10897585715287353
China,South,P11,Water,751,1693.8,2053.34,2024-11-23,11770.84,Digital,56914,3,2,Negative,433,Competitor_C,1.71,22.28,-359.5400000000002,-0.21226827252332045
China,South,P71,Water,395,1230.11,1596.32,2024-11-23,11770.84,Digital,56914,3,2,Negative,433,Competitor_C,1.71,22.28,-366.21000000000004,-0.2977050832852347
China,South,P40,Juices,436,4792.02,2488.79,2024-11-23,11770.84,Digital,56914,3,4,Negative,332,Competitor_B,4.18,25.86,2303.2300000000005,0.4806386450807802
Germany,East,P49,Juices,231,2217.82,2427.28,2024-11-23,14672.78,Traditional,40073,10,5,Positive,414,Competitor_B,5.66,23.73,-209.46000000000004,-0.0944440937497182
Brazil,West,P100,Juices,155,1952.1,1166.41,2024-11-23,14812.52,Traditional,83810,9,1,Positive,382,Competitor_C,8.78,33.92,785.6899999999998,0.4024845038676297
Germany,East,P86,Juices,775,4438.28,2575.54,2024-11-24,9562.52,Traditional,99392,7,1,Positive,140,Competitor_B,5.66,23.73,1862.7399999999998,0.4196986219886983
Germany,East,P94,Juices,557,3783.42,2042.79,2024-11-24,9562.52,Traditional,99392,7,1,Positive,140,Competitor_B,5.66,23.73,1740.63,0.46006787509713437
Brazil,West,P89,Juices,428,4622.33,1339.46,2024-11-25,9602.68,Traditional,32079,8,3,Negative,143,Competitor_C,8.78,33.92,3282.87,0.7102197376647708
Brazil,West,P24,Water,837,3846.94,2434.61,2024-11-25,9602.68,Traditional,32079,8,5,Positive,175,Competitor_C,2.59,15.46,1412.33,0.3671307584729681
India,West,P70,Water,816,2700.17,2112.68,2024-11-25,14378.58,Traditional,23876,2,5,Negative,309,Competitor_C,7.32,14.59,587.4900000000002,0.2175751897102776
Germany,North,P54,Carbonated Drinks,650,2273.37,2748.68,2024-11-25,9623.63,Digital,81343,8,2,Positive,80,Competitor_C,8.04,25.45,-475.30999999999995,-0.2090772729472105
Usa,East,P90,Juices,862,1078.07,1543.82,2024-11-25,6251.07,Digital,70538,1,2,Positive,198,Competitor_B,7.87,35.77,-465.75,-0.4320220393851976
India,South,P16,Juices,125,3211.71,975.56,2024-11-25,14241.37,Digital,70225,3,5,Positive,98,Competitor_C,3.52,36.56,2236.15,0.6962490386741019
Germany,East,P86,Water,613,1694.82,910.15,2024-11-25,9364.35,Traditional,88163,4,1,Positive,60,Competitor_B,9.15,14.99,784.67,0.4629813195501587
Usa,West,P10,Water,347,3537.55,2684.5,2024-11-26,12696.38,Digital,10377,3,3,Negative,345,Competitor_B,8.4,33.33,853.0500000000002,0.24114146796511715
Usa,West,P78,Water,583,2387.06,1016.53,2024-11-26,12696.38,Digital,10377,3,3,Negative,345,Competitor_B,8.4,33.33,1370.53,0.5741497909562391
Usa,West,P14,Carbonated Drinks,790,1000.64,1155.3,2024-11-26,12696.38,Digital,10377,3,3,Negative,117,Competitor_C,1.01,41.6,-154.65999999999997,-0.1545610809082187
Usa,South,P45,Juices,781,2014.35,555.76,2024-11-26,8508.44,Digital,43029,10,3,Negative,119,Competitor_B,3.6,47.57,1458.59,0.7240995854742225
Brazil,South,P100,Juices,846,1022.68,2342.46,2024-11-26,8285.44,Digital,77025,1,1,Positive,423,Competitor_A,8.38,29.71,-1319.7800000000002,-1.2905112058512929
Brazil,East,P52,Water,662,2110.33,2251.48,2024-11-26,18513.28,Digital,68911,6,3,Positive,390,Competitor_A,8.86,14.81,-141.1500000000001,-0.06688527386712036
Brazil,North,P81,Carbonated Drinks,376,4907.04,963.83,2024-11-26,14321.26,Traditional,64969,4,5,Positive,414,Competitor_A,9.9,20.09,3943.21,0.8035822002673709
Brazil,North,P82,Juices,663,1212.76,2473.24,2024-11-26,14321.26,Traditional,64969,4,4,Negative,143,Competitor_C,1.72,35.44,-1260.4799999999998,-1.0393482634651536
Brazil,West,P29,Juices,945,4202.13,1915.39,2024-11-26,14137.89,Digital,36292,2,3,Negative,313,Competitor_C,8.78,33.92,2286.74,0.5441859247572064
Usa,East,P56,Carbonated Drinks,543,4455.41,2879.05,2024-11-27,7346.64,Digital,99660,3,4,Positive,290,Competitor_B,5.78,41.9,1576.3599999999997,0.35380806704657924
Germany,East,P5,Carbonated Drinks,210,4672.88,1748.98,2024-11-27,17119.38,Traditional,19908,5,5,Negative,258,Competitor_A,9.96,32.73,2923.9,0.6257169026382017
Germany,North,P37,Juices,820,1390.77,2946.81,2024-11-27,17223.51,Digital,97924,7,1,Positive,128,Competitor_B,7.49,13.55,-1556.04,-1.1188334519726482
Germany,North,P41,Juices,456,1438.77,1113.52,2024-11-28,14465.08,Digital,71044,6,2,Positive,470,Competitor_B,7.49,13.55,325.25,0.22606114945404757
India,East,P81,Juices,748,2422.64,1589.89,2024-11-28,19221.02,Traditional,58704,3,5,Positive,131,Competitor_C,6.53,33.82,832.7499999999998,0.34373658488260733
India,East,P13,Carbonated Drinks,470,1495.03,838.74,2024-11-28,19221.02,Traditional,58704,3,1,Negative,140,Competitor_C,6.25,34.71,656.29,0.43898115756874445
China,East,P83,Juices,124,1991.43,1552.36,2024-11-28,10276.44,Traditional,44933,6,5,Negative,147,Competitor_C,9.85,23.93,439.07000000000016,0.2204797557534034
Usa,North,P84,Carbonated Drinks,621,2063.4,1808.39,2024-11-28,18628.53,Traditional,45589,9,1,Negative,192,Competitor_B,6.78,38.2,255.01,0.12358728312493941
Brazil,North,P50,Water,148,3752.51,554.81,2024-11-29,19788.38,Digital,30309,2,3,Negative,364,Competitor_A,4.73,10.3,3197.7000000000003,0.852149627849093
Brazil,North,P42,Juices,810,1264.96,1150.22,2024-11-29,19788.38,Digital,30309,2,3,Negative,285,Competitor_C,1.72,35.44,114.74000000000001,0.09070642549962055
India,South,P81,Carbonated Drinks,634,3390.21,764.65,2024-11-29,10563.86,Digital,81708,3,3,Positive,142,Competitor_C,2.77,14.07,2625.56,0.7744534999306827
India,South,P80,Carbonated Drinks,503,1828.02,682.76,2024-11-29,10563.86,Digital,81708,3,3,Positive,142,Competitor_C,2.77,14.07,1145.26,0.6265029923086181
Brazil,South,P32,Water,819,1989.8,501.38,2024-11-29,6272.0,Traditional,91468,1,3,Positive,423,Competitor_B,9.0,18.83,1488.42,0.7480249271283547
Germany,North,P100,Juices,601,2183.46,2042.99,2024-11-30,6087.58,Traditional,10774,10,4,Positive,495,Competitor_B,7.49,13.55,140.47000000000003,0.06433367224496901
Germany,West,P52,Carbonated Drinks,757,1047.5,1871.05,2024-11-30,9520.3,Digital,25124,6,5,Positive,243,Competitor_B,7.79,34.54,-823.55,-0.7862052505966587
Germany,South,P94,Water,235,2951.03,1209.28,2024-11-30,18099.95,Digital,66131,2,2,Negative,50,Competitor_A,3.37,10.29,1741.7500000000002,0.5902176528195241
Germany,South,P46,Carbonated Drinks,309,1985.33,2698.06,2024-11-30,18099.95,Digital,66131,2,2,Negative,67,Competitor_A,6.59,37.39,-712.73,-0.3589982521797384
Germany,South,P72,Carbonated Drinks,545,1570.29,2774.79,2024-11-30,18099.95,Digital,66131,2,2,Negative,67,Competitor_A,6.59,37.39,-1204.5,-0.7670557667691955
India,North,P86,Water,288,1429.27,2292.95,2024-11-30,17296.16,Digital,19416,10,3,Positive,404,Competitor_A,2.59,38.94,-863.6799999999998,-0.604280506832159
Germany,South,P65,Water,359,4296.98,1652.87,2024-12-01,16071.86,Traditional,86040,2,4,Positive,108,Competitor_A,3.37,10.29,2644.1099999999997,0.6153414723829294
Germany,South,P59,Carbonated Drinks,277,2316.67,579.23,2024-12-01,16071.86,Traditional,86040,2,4,Positive,351,Competitor_A,6.59,37.39,1737.44,0.7499730216215517
Usa,East,P50,Water,565,2307.6,2860.19,2024-12-01,13910.64,Traditional,17576,7,4,Negative,394,Competitor_A,8.32,10.01,-552.5900000000001,-0.2394652452764778
Germany,East,P57,Juices,205,1744.94,2363.65,2024-12-02,18240.44,Traditional,28969,4,4,Positive,214,Competitor_B,5.66,23.73,-618.71,-0.3545737962336814
Usa,North,P28,Water,918,3564.37,756.42,2024-12-02,18677.46,Digital,73108,1,3,Positive,86,Competitor_C,4.03,24.7,2807.95,0.7877829742703479
China,North,P28,Juices,444,3507.87,1193.24,2024-12-02,14188.88,Digital,43748,10,4,Positive,401,Competitor_C,5.43,48.3,2314.63,0.6598391616565038
Usa,South,P7,Carbonated Drinks,981,4551.38,2981.32,2024-12-02,6083.08,Traditional,11623,7,2,Negative,236,Competitor_A,5.65,27.02,1570.06,0.3449635055741335
Germany,South,P30,Juices,784,4393.99,1973.44,2024-12-02,9742.19,Digital,17757,7,3,Negative,330,Competitor_A,8.28,48.32,2420.5499999999997,0.5508774485149033
China,North,P39,Water,156,3121.89,1492.89,2024-12-03,11693.81,Digital,98671,1,4,Negative,290,Competitor_B,1.38,13.75,1628.9999999999998,0.5217992946580436
Germany,West,P57,Water,183,1489.52,2616.5,2024-12-03,17666.03,Traditional,52128,7,5,Negative,412,Competitor_A,2.87,21.93,-1126.98,-0.756606155002954
Germany,West,P16,Juices,409,2975.7,2424.76,2024-12-03,17666.03,Traditional,52128,7,2,Negative,458,Competitor_C,7.75,15.94,550.9399999999996,0.18514635211882907
Germany,West,P28,Juices,349,3167.84,1314.61,2024-12-03,17666.03,Traditional,52128,7,2,Negative,458,Competitor_C,7.75,15.94,1853.2300000000002,0.5850137633213799
Germany,North,P1,Water,240,3139.56,2691.3,2024-12-03,16805.49,Traditional,59244,4,2,Positive,165,Competitor_A,8.0,46.04,448.25999999999976,0.14277796888735994
Germany,South,P11,Water,513,3380.07,2410.19,2024-12-04,16972.65,Digital,93801,1,1,Negative,104,Competitor_A,3.37,10.29,969.8800000000001,0.2869408030011213
Germany,South,P88,Water,504,3378.4,2096.69,2024-12-04,16972.65,Digital,93801,1,1,Negative,104,Competitor_A,3.37,10.29,1281.71,0.37938373194411557
Germany,South,P23,Juices,825,4535.12,2053.99,2024-12-04,16972.65,Digital,93801,1,3,Positive,213,Competitor_A,8.28,48.32,2481.13,0.5470924694385154
China,South,P15,Carbonated Drinks,207,4310.0,1215.02,2024-12-04,7603.78,Traditional,73998,8,1,Positive,341,Competitor_B,4.95,31.45,3094.98,0.718092807424594
Germany,North,P15,Carbonated Drinks,238,3141.3,2416.57,2024-12-04,12186.48,Digital,33477,5,4,Positive,471,Competitor_C,8.04,25.45,724.73,0.2307102155158692
India,East,P73,Water,425,2535.41,785.83,2024-12-04,5220.96,Digital,10306,3,3,Positive,425,Competitor_C,4.72,20.46,1749.58,0.6900580182297932
Usa,South,P13,Water,742,4967.61,2169.93,2024-12-04,12413.49,Traditional,47359,8,5,Negative,94,Competitor_C,6.67,28.97,2797.68,0.5631843079468799
India,East,P13,Carbonated Drinks,119,1051.61,2248.47,2024-12-05,9431.27,Digital,17129,3,2,Positive,493,Competitor_C,6.25,34.71,-1196.86,-1.138121546961326
India,East,P76,Carbonated Drinks,443,1506.96,1693.13,2024-12-05,9431.27,Digital,17129,3,2,Positive,493,Competitor_C,6.25,34.71,-186.17000000000007,-0.12354010723575945
India,South,P29,Carbonated Drinks,151,1142.38,879.93,2024-12-05,7704.46,Digital,14732,3,2,Negative,459,Competitor_C,2.77,14.07,262.45000000000016,0.22973966631068482
India,South,P63,Carbonated Drinks,849,1397.06,2353.12,2024-12-05,7704.46,Digital,14732,3,2,Negative,459,Competitor_C,2.77,14.07,-956.06,-0.6843371079266459
