"Country","Zone","Competitor_Name","Competitor_Product_Category","Competitor_Price","Competitor_Market_Share"
"China","West","Competitor_A","Water","9.38","27.59"
"Germany","North","Competitor_C","Water","4.88","27.63"
"Brazil","West","Competitor_B","Water","6.7","41.86"
"USA","East","Competitor_B","Juices","1.45","15.77"
"Germany","East","Competitor_C","Water","9.64","31.09"
"China","West","Competitor_B","Water","1.73","16.5"
"Germany","West","Competitor_B","Juices","2.82","39.08"
"China","East","Competitor_B","Carbonated Drinks","5.26","47.49"
"China","North","Competitor_C","Juices","9.27","19.92"
"Germany","North","Competitor_C","Juices","6.29","37.47"
"India","East","Competitor_B","Water","1.37","35.83"
"USA","West","Competitor_B","Carbonated Drinks","7.37","25.62"
"Brazil","East","Competitor_C","Carbonated Drinks","6.94","47.22"
"China","West","Competitor_C","Water","3.97","14"
"Brazil","South","Competitor_C","Juices","7.04","17.25"
"Brazil","North","Competitor_B","Juices","7.84","19.48"
"India","North","Competitor_C","Juices","9.96","16.2"
"Brazil","South","Competitor_B","Water","9.07","16.57"
"Brazil","East","Competitor_C","Juices","7.27","29.87"
"China","East","Competitor_C","Carbonated Drinks","8.77","34.46"
"Brazil","East","Competitor_C","Juices","6.13","36.18"
"Brazil","East","Competitor_B","Juices","9.54","24.11"
"USA","South","Competitor_B","Water","5","31.18"
"India","South","Competitor_A","Water","9.15","23.5"
"China","East","Competitor_A","Carbonated Drinks","9.72","37.48"
"Brazil","South","Competitor_C","Carbonated Drinks","3.68","45.6"
"Germany","South","Competitor_B","Water","9.58","12.64"
"Brazil","East","Competitor_A","Carbonated Drinks","4.62","30.34"
"Brazil","East","Competitor_C","Juices","4.12","33.33"
"China","East","Competitor_C","Juices","2.95","16.5"
"USA","East","Competitor_A","Water","2.7","13.78"
"USA","South","Competitor_B","Juices","2.02","35.02"
"Germany","West","Competitor_C","Water","2.05","42.95"
"China","West","Competitor_A","Carbonated Drinks","3.66","19.38"
"India","East","Competitor_B","Carbonated Drinks","5.78","35.46"
"India","North","Competitor_A","Carbonated Drinks","1.52","40.84"
"Germany","East","Competitor_A","Carbonated Drinks","9.23","18.57"
"USA","North","Competitor_B","Water","2.06","47.21"
"Germany","West","Competitor_C","Carbonated Drinks","5.59","44.44"
"Germany","North","Competitor_B","Carbonated Drinks","8.18","10.01"
"China","West","Competitor_C","Juices","5.73","37.08"
"Germany","East","Competitor_A","Carbonated Drinks","4.24","33.06"
"India","North","Competitor_A","Juices","2.03","46.03"
"China","South","Competitor_C","Carbonated Drinks","6.32","35.29"
"USA","North","Competitor_A","Water","4.91","10.71"
"Germany","West","Competitor_A","Carbonated Drinks","9.22","45.73"
"China","South","Competitor_A","Juices","7.28","35.8"
"India","East","Competitor_C","Water","7.29","13.53"
"USA","West","Competitor_C","Juices","1.3","31.56"
"India","West","Competitor_A","Juices","3.88","31.4"
"Germany","South","Competitor_B","Juices","7.5","12.75"
"Brazil","North","Competitor_B","Juices","2.82","22.77"
"China","North","Competitor_C","Water","4.02","42.88"
"Brazil","South","Competitor_C","Juices","3.91","46.19"
"USA","East","Competitor_C","Juices","2.75","31.85"
"USA","West","Competitor_B","Water","9.62","27"
"India","North","Competitor_B","Juices","4.09","10.34"
"USA","East","Competitor_A","Juices","6.43","20.9"
"Brazil","East","Competitor_C","Carbonated Drinks","9.54","25.18"
"Brazil","North","Competitor_B","Water","6.76","19.35"
"Brazil","East","Competitor_B","Juices","7.98","45.88"
"Brazil","East","Competitor_C","Water","4.02","33.2"
"India","South","Competitor_C","Carbonated Drinks","4.87","29.71"
"Brazil","East","Competitor_C","Water","1.14","41"
"China","West","Competitor_C","Water","2.61","30.98"
"USA","East","Competitor_A","Water","2.03","37"
"USA","South","Competitor_C","Water","6.03","49.87"
"Germany","North","Competitor_A","Carbonated Drinks","8.91","47.85"
"India","West","Competitor_C","Water","8.36","32.22"
"India","North","Competitor_A","Carbonated Drinks","5.91","13.99"
"USA","South","Competitor_C","Water","7.32","23.84"
"China","North","Competitor_C","Juices","1.82","13.38"
"India","West","Competitor_B","Water","8.51","48.61"
"China","East","Competitor_B","Juices","2.77","46.01"
"Germany","East","Competitor_B","Water","6.07","49.22"
"India","North","Competitor_B","Juices","6.6","20.58"
"China","North","Competitor_A","Water","3.87","17.78"
"Brazil","West","Competitor_C","Water","8.27","11.48"
"China","East","Competitor_B","Juices","9.12","37.48"
"USA","East","Competitor_B","Carbonated Drinks","2.04","38.23"
"India","South","Competitor_A","Juices","2.83","40.62"
"China","North","Competitor_C","Carbonated Drinks","9.05","48.58"
"USA","East","Competitor_A","Juices","9.2","42.81"
"China","North","Competitor_A","Carbonated Drinks","5.38","17.53"
"USA","West","Competitor_A","Water","4.21","13.14"
"India","North","Competitor_C","Water","2.7","12.63"
"India","North","Competitor_C","Juices","2.44","35.63"
"Brazil","East","Competitor_B","Carbonated Drinks","7.89","44.23"
"USA","East","Competitor_B","Water","9.82","34.17"
"USA","South","Competitor_B","Juices","4.1","43.09"
"Germany","West","Competitor_B","Juices","3.85","15.76"
"Germany","South","Competitor_C","Carbonated Drinks","1.55","39.97"
"Germany","North","Competitor_C","Water","1.54","12.59"
"China","East","Competitor_A","Juices","4.65","29.12"
"USA","South","Competitor_B","Carbonated Drinks","6.84","27.94"
"Germany","South","Competitor_C","Juices","6.99","42.56"
"USA","North","Competitor_C","Juices","1.64","28.3"
"China","South","Competitor_C","Carbonated Drinks","6.15","44.57"
"Germany","West","Competitor_A","Juices","5.94","48.62"
"Germany","East","Competitor_B","Juices","9.57","40.02"
"China","West","Competitor_C","Carbonated Drinks","1.29","13.64"
"Brazil","South","Competitor_A","Water","5.85","19.21"
"Brazil","East","Competitor_C","Carbonated Drinks","3.65","36.97"
"USA","West","Competitor_A","Carbonated Drinks","3.12","18.43"
"Brazil","North","Competitor_C","Water","7.26","13.24"
"China","West","Competitor_B","Water","1.58","49.79"
"Germany","South","Competitor_B","Juices","2.93","44.86"
"Brazil","West","Competitor_B","Juices","1.58","25.97"
"USA","East","Competitor_B","Juices","9.4","39.71"
"Brazil","North","Competitor_C","Juices","7.08","33.47"
"India","North","Competitor_C","Carbonated Drinks","9.61","27.95"
"USA","South","Competitor_C","Juices","1.34","30.74"
"USA","North","Competitor_C","Water","3.45","43.02"
"Germany","East","Competitor_A","Water","2.69","21.72"
"China","West","Competitor_B","Carbonated Drinks","5.86","48.65"
"Brazil","North","Competitor_C","Carbonated Drinks","9.22","31.14"
"Germany","West","Competitor_A","Water","5.14","13.13"
"Brazil","South","Competitor_C","Carbonated Drinks","3.57","26.2"
"India","South","Competitor_C","Juices","3.18","36.15"
"USA","North","Competitor_C","Carbonated Drinks","1.95","47.45"
"Brazil","North","Competitor_C","Juices","3.03","13.89"
"China","West","Competitor_C","Water","1.93","42.3"
"China","West","Competitor_C","Water","7.78","45.66"
"USA","South","Competitor_A","Water","8.43","46.82"
"Brazil","North","Competitor_B","Water","9.2","23.63"
"USA","West","Competitor_B","Juices","6.01","21.11"
"Brazil","East","Competitor_B","Juices","8.38","28.88"
"Germany","North","Competitor_B","Water","5.5","43.66"
"China","North","Competitor_A","Carbonated Drinks","9.28","18.53"
"China","West","Competitor_C","Carbonated Drinks","4.83","45.5"
"China","North","Competitor_B","Juices","4.48","45.45"
"Brazil","North","Competitor_A","Carbonated Drinks","8.18","33.84"
"India","North","Competitor_C","Juices","1.29","22.7"
"Brazil","West","Competitor_B","Water","1.35","29.65"
"Germany","South","Competitor_C","Carbonated Drinks","7.31","20.24"
"USA","North","Competitor_B","Juices","5.5","21.36"
"China","North","Competitor_A","Water","3.56","29.74"
"Brazil","North","Competitor_C","Water","5.8","42.61"
"India","North","Competitor_C","Water","2.45","25.2"
"China","South","Competitor_C","Carbonated Drinks","5.84","40.37"
"Germany","East","Competitor_B","Water","6.11","39.55"
"USA","North","Competitor_B","Carbonated Drinks","8.82","42.71"
"Germany","North","Competitor_A","Carbonated Drinks","7.54","43.15"
"India","South","Competitor_A","Water","8.49","45.81"
"Brazil","West","Competitor_B","Water","7.58","44.02"
"USA","South","Competitor_A","Water","2.87","45.36"
"India","East","Competitor_A","Carbonated Drinks","9.54","20.85"
"China","North","Competitor_C","Juices","8.3","16.08"
"Germany","South","Competitor_C","Juices","1.52","35.47"
"China","North","Competitor_A","Water","8.32","34.39"
"USA","North","Competitor_A","Water","8.11","25.85"
"Brazil","North","Competitor_C","Water","4.72","16.86"
"USA","North","Competitor_C","Carbonated Drinks","8.44","15.21"
"Brazil","West","Competitor_C","Carbonated Drinks","8.1","34.08"
"Brazil","East","Competitor_B","Carbonated Drinks","2.97","47.78"
"China","East","Competitor_C","Carbonated Drinks","5.74","25.09"
"USA","East","Competitor_B","Carbonated Drinks","1.89","11.53"
"USA","East","Competitor_B","Water","3.78","28.47"
"Germany","East","Competitor_A","Juices","9.34","35.01"
"USA","South","Competitor_A","Carbonated Drinks","9.5","24.16"
"India","West","Competitor_B","Juices","6.23","31.74"
"India","South","Competitor_B","Juices","2.15","11.06"
"Germany","South","Competitor_B","Water","2.08","32.18"
"USA","North","Competitor_C","Carbonated Drinks","3.69","39.22"
"USA","East","Competitor_C","Juices","3.71","19.16"
"India","North","Competitor_C","Water","5.23","40.38"
"Germany","West","Competitor_A","Carbonated Drinks","7","28.8"
"USA","West","Competitor_A","Water","4.96","39.02"
"Brazil","East","Competitor_B","Water","3.93","16.55"
"Germany","West","Competitor_A","Juices","3.38","32.28"
"India","South","Competitor_A","Carbonated Drinks","5.84","22.5"
"China","South","Competitor_A","Juices","2.43","38.84"
"Brazil","North","Competitor_C","Juices","6.29","14.52"
"USA","South","Competitor_B","Carbonated Drinks","5.9","42.36"
"USA","West","Competitor_B","Water","8.88","19.09"
"USA","West","Competitor_A","Carbonated Drinks","1.17","49.51"
"India","South","Competitor_B","Juices","4.05","18.26"
"Brazil","North","Competitor_C","Carbonated Drinks","7.67","38.77"
"USA","East","Competitor_A","Water","9.53","41.88"
"India","East","Competitor_A","Carbonated Drinks","6.73","21.21"
"Brazil","South","Competitor_A","Juices","9.34","20.63"
"Germany","North","Competitor_A","Juices","8.98","21.04"
"Germany","North","Competitor_C","Water","1.19","29.01"
"USA","North","Competitor_A","Juices","4.98","26.19"
"Brazil","South","Competitor_B","Juices","2.91","13.68"
"Germany","South","Competitor_B","Water","3.26","12.57"
"Brazil","North","Competitor_A","Juices","8.41","46.79"
"India","North","Competitor_B","Water","7.22","23.93"
"India","East","Competitor_A","Juices","7.24","45.67"
"Brazil","North","Competitor_C","Water","6.66","11.43"
"Germany","West","Competitor_B","Carbonated Drinks","6.79","15.29"
"Brazil","South","Competitor_B","Water","4.3","17.05"
"USA","West","Competitor_B","Juices","7.5","22.34"
"Germany","West","Competitor_A","Water","2.71","10.7"
"India","East","Competitor_A","Carbonated Drinks","7.92","36.59"
"Brazil","West","Competitor_A","Juices","9.46","36.94"
"China","West","Competitor_B","Water","5.23","19.51"
"Germany","East","Competitor_A","Carbonated Drinks","3.44","40.81"
"China","North","Competitor_C","Water","5.94","12.1"
"USA","South","Competitor_A","Juices","2.52","39.89"
"Brazil","West","Competitor_B","Juices","7.96","48.35"
"China","West","Competitor_A","Juices","3.32","39.32"
"India","East","Competitor_B","Water","7.61","13.7"
"Brazil","East","Competitor_B","Carbonated Drinks","7.07","43.15"
"USA","South","Competitor_B","Juices","2.06","33.62"
"USA","West","Competitor_A","Water","3.4","31.08"
"India","North","Competitor_C","Carbonated Drinks","9.16","26.77"
"Brazil","West","Competitor_C","Carbonated Drinks","5.58","49.8"
"Germany","South","Competitor_B","Juices","9.09","34.07"
"China","East","Competitor_A","Juices","8.18","36.79"
"India","North","Competitor_A","Carbonated Drinks","8.26","29.2"
"USA","South","Competitor_B","Water","8.63","48.33"
"Germany","East","Competitor_A","Juices","3.84","27.02"
"China","North","Competitor_B","Water","6.67","23.74"
"USA","North","Competitor_C","Juices","2","21.21"
"India","West","Competitor_B","Water","1.08","15.99"
"China","South","Competitor_A","Carbonated Drinks","1.75","13.61"
"Germany","South","Competitor_A","Carbonated Drinks","4.07","43.63"
"Brazil","West","Competitor_A","Water","7.01","28.28"
"India","West","Competitor_C","Carbonated Drinks","7.56","30.42"
"USA","West","Competitor_A","Juices","6.63","37.3"
"China","West","Competitor_B","Juices","6.92","47.07"
"Germany","East","Competitor_C","Water","9.58","20.68"
"Brazil","East","Competitor_C","Juices","1.87","24.78"
"India","North","Competitor_B","Juices","6.2","38.27"
"Brazil","North","Competitor_C","Juices","8.35","10.48"
"India","West","Competitor_A","Water","9.77","16.69"
"India","South","Competitor_A","Water","2.81","22.88"
"USA","East","Competitor_B","Juices","2.03","44.54"
"China","North","Competitor_C","Carbonated Drinks","4.15","13.57"
"USA","North","Competitor_B","Water","1.01","14.45"
"USA","South","Competitor_B","Juices","4.82","11.1"
"Germany","North","Competitor_A","Water","3.42","24.28"
"Brazil","South","Competitor_C","Water","5.08","27.89"
"Brazil","West","Competitor_C","Juices","6.93","17.83"
"USA","East","Competitor_B","Carbonated Drinks","6.69","35.69"
"China","South","Competitor_A","Water","3.79","22.08"
"Germany","South","Competitor_A","Carbonated Drinks","7.26","24.42"
"Brazil","South","Competitor_B","Juices","9.93","23.3"
"China","East","Competitor_A","Juices","8.59","35.04"
"India","East","Competitor_C","Water","7.13","46.49"
"Brazil","East","Competitor_C","Carbonated Drinks","9.65","34.52"
"China","South","Competitor_B","Juices","6.59","19.39"
"India","North","Competitor_A","Juices","1.29","21.92"
"Brazil","West","Competitor_C","Juices","7.74","33.86"
"Germany","East","Competitor_C","Water","5.39","47.96"
"China","East","Competitor_A","Water","6.27","15.33"
"Germany","North","Competitor_C","Water","9.27","22.55"
"India","North","Competitor_C","Juices","9.02","12.47"
"China","West","Competitor_A","Water","5.99","45.06"
"Brazil","South","Competitor_A","Carbonated Drinks","3.72","43.2"
"India","South","Competitor_B","Water","8.69","11.08"
"India","East","Competitor_B","Carbonated Drinks","1.05","39.33"
"USA","North","Competitor_A","Juices","7.47","27.45"
"USA","West","Competitor_B","Carbonated Drinks","4.39","11.66"
"China","West","Competitor_A","Carbonated Drinks","9.4","45.08"
"USA","North","Competitor_C","Water","8.2","15.69"
"India","North","Competitor_A","Water","4.64","11"
"India","West","Competitor_C","Juices","5.8","21.78"
"Germany","West","Competitor_B","Water","5.98","13.83"
"China","East","Competitor_C","Water","9.12","43.01"
"India","West","Competitor_A","Juices","8.33","46.5"
"USA","East","Competitor_A","Water","5.25","12.63"
"Germany","South","Competitor_A","Water","5.13","32.09"
"India","North","Competitor_A","Juices","8.99","32.83"
"Germany","East","Competitor_B","Carbonated Drinks","4.61","43.05"
"Brazil","North","Competitor_A","Water","5.7","30.68"
"China","North","Competitor_A","Carbonated Drinks","5.19","38.27"
"China","North","Competitor_B","Carbonated Drinks","3.5","15.97"
"India","East","Competitor_C","Water","7.14","15.71"
"Brazil","East","Competitor_B","Juices","4.96","10.9"
"Brazil","East","Competitor_A","Water","8.37","15.73"
"China","North","Competitor_C","Water","8.1","14.78"
"Germany","East","Competitor_B","Juices","4.71","27.59"
"Germany","West","Competitor_B","Juices","1.4","39.79"
"India","North","Competitor_C","Juices","2.31","31.23"
"Brazil","West","Competitor_C","Water","2.34","32.52"
"USA","North","Competitor_C","Water","2.88","48.4"
"India","North","Competitor_C","Juices","7.11","11.15"
"China","North","Competitor_B","Carbonated Drinks","4.79","11.76"
"Germany","North","Competitor_A","Water","9.03","12.76"
"Germany","West","Competitor_B","Carbonated Drinks","7.96","45.81"
"China","East","Competitor_B","Juices","8.8","12.37"
"Brazil","West","Competitor_C","Carbonated Drinks","3.81","30.58"
"Germany","East","Competitor_A","Carbonated Drinks","7.82","12.47"
"Brazil","South","Competitor_A","Water","1.87","49.31"
"Brazil","West","Competitor_B","Carbonated Drinks","2.75","15.99"
"Germany","West","Competitor_C","Carbonated Drinks","9.56","15.82"
"China","West","Competitor_A","Juices","2.53","26.06"
"Brazil","East","Competitor_B","Water","6.96","40.77"
"USA","North","Competitor_B","Juices","4.24","49.08"
"China","North","Competitor_C","Water","9.58","17.53"
"USA","East","Competitor_B","Carbonated Drinks","5.3","22.28"
"China","North","Competitor_C","Water","4.48","16.94"
"USA","South","Competitor_B","Juices","3.44","45.39"
"USA","North","Competitor_C","Carbonated Drinks","4.41","35.58"
"USA","West","Competitor_B","Water","4.18","19.36"
"China","West","Competitor_A","Water","7.47","19.11"
"Germany","North","Competitor_A","Juices","3.43","26.26"
"China","South","Competitor_B","Juices","5.68","31.95"
"China","West","Competitor_B","Carbonated Drinks","5.72","37.9"
"India","North","Competitor_B","Carbonated Drinks","1.41","40.12"
"China","South","Competitor_C","Juices","8.6","28.57"
"Brazil","East","Competitor_C","Carbonated Drinks","3.2","20.33"
"India","North","Competitor_B","Water","5.01","18.61"
"India","South","Competitor_A","Carbonated Drinks","1.45","25.43"
"China","North","Competitor_B","Carbonated Drinks","8.45","38.24"
"Brazil","South","Competitor_B","Carbonated Drinks","5.49","18.61"
"Germany","East","Competitor_C","Juices","8.1","39.61"
"Germany","West","Competitor_A","Carbonated Drinks","8.77","45"
"India","East","Competitor_B","Water","6.32","20.44"
"Germany","North","Competitor_B","Juices","6.99","48.43"
"Germany","South","Competitor_A","Juices","4.8","16.78"
"Germany","South","Competitor_B","Juices","5.08","17.14"
"Brazil","West","Competitor_A","Water","8.82","19.44"
"India","East","Competitor_B","Juices","5.26","13.33"
"China","East","Competitor_A","Juices","1.55","40.69"
"USA","West","Competitor_C","Water","4.86","25.13"
"Germany","East","Competitor_A","Carbonated Drinks","8.26","27.12"
"China","East","Competitor_B","Juices","7.73","42.16"
"Brazil","South","Competitor_B","Carbonated Drinks","6.56","39.1"
"Brazil","West","Competitor_B","Water","3.87","13.23"
"India","South","Competitor_B","Juices","9.42","39.59"
"Germany","West","Competitor_C","Water","9.22","20.05"
"Brazil","West","Competitor_A","Carbonated Drinks","2.32","13.12"
"Brazil","North","Competitor_B","Water","9.43","42.92"
"USA","South","Competitor_B","Water","1.31","24.87"
"Brazil","East","Competitor_B","Carbonated Drinks","8.47","41.53"
"USA","East","Competitor_B","Water","3.99","26.65"
"India","North","Competitor_A","Water","2.11","41.69"
"Brazil","East","Competitor_B","Water","9.04","43.57"
"Brazil","West","Competitor_B","Carbonated Drinks","6.2","10.43"
"Brazil","South","Competitor_A","Carbonated Drinks","4.06","45.87"
"USA","North","Competitor_A","Water","9.88","11.65"
"China","East","Competitor_C","Water","5.09","21.74"
"USA","East","Competitor_B","Carbonated Drinks","5.92","35.18"
"China","West","Competitor_C","Water","5.07","45.65"
"Brazil","East","Competitor_A","Carbonated Drinks","2.69","40.13"
"China","North","Competitor_B","Carbonated Drinks","4.14","33.99"
"China","East","Competitor_B","Water","8.09","12.59"
"Brazil","North","Competitor_C","Water","2.94","17.57"
"USA","North","Competitor_A","Juices","6.6","47.56"
"India","South","Competitor_A","Juices","1.1","10.39"
"China","North","Competitor_B","Carbonated Drinks","9.77","19.05"
"China","North","Competitor_A","Carbonated Drinks","7.12","42.32"
"Brazil","South","Competitor_A","Carbonated Drinks","6.63","24.48"
"India","West","Competitor_C","Water","6.36","29.42"
"USA","East","Competitor_B","Water","4.81","15.87"
"Brazil","South","Competitor_B","Carbonated Drinks","2.43","40.68"
"Germany","East","Competitor_C","Water","3.88","39.55"
"Brazil","North","Competitor_C","Juices","1.68","18.07"
"China","North","Competitor_A","Juices","4.94","21.23"
"USA","North","Competitor_C","Water","1.24","19.86"
"Germany","North","Competitor_A","Carbonated Drinks","5.87","17.47"
"USA","South","Competitor_C","Carbonated Drinks","1.58","18.98"
"Germany","North","Competitor_C","Carbonated Drinks","6.25","35.87"
"USA","North","Competitor_A","Water","3.51","13.48"
"China","East","Competitor_C","Water","8.57","11.24"
"China","South","Competitor_A","Water","9.06","47.33"
"China","East","Competitor_A","Carbonated Drinks","1.7","17.67"
"USA","East","Competitor_B","Water","7.09","26.68"
"India","South","Competitor_B","Water","9.41","34.16"
"China","South","Competitor_A","Juices","3.07","26.14"
"India","East","Competitor_A","Carbonated Drinks","8.92","12.2"
"Germany","East","Competitor_B","Juices","3.16","22.84"
"India","South","Competitor_A","Water","1.54","31.35"
"USA","East","Competitor_C","Carbonated Drinks","7.91","24.37"
"China","West","Competitor_A","Carbonated Drinks","3.84","49.94"
"USA","South","Competitor_A","Juices","2.49","12.7"
"India","East","Competitor_C","Water","9.95","22.59"
"Germany","West","Competitor_B","Water","2.4","15.71"
"USA","North","Competitor_B","Water","6.81","13.46"
"Brazil","West","Competitor_C","Carbonated Drinks","1.42","49.03"
"China","South","Competitor_A","Water","8.5","29.61"
"India","North","Competitor_A","Water","2.88","40.05"
"China","East","Competitor_A","Water","7.68","23.17"
"Brazil","East","Competitor_B","Carbonated Drinks","4.86","18.69"
"Brazil","South","Competitor_C","Carbonated Drinks","4.14","23.65"
"China","East","Competitor_A","Carbonated Drinks","6.03","36.33"
"Germany","South","Competitor_C","Juices","6.31","31.19"
"Brazil","North","Competitor_C","Water","7.19","33.69"
"USA","North","Competitor_A","Carbonated Drinks","8.24","44.18"
"Germany","North","Competitor_B","Water","6.69","47.2"
"China","North","Competitor_B","Water","5.45","29.1"
"Germany","West","Competitor_B","Carbonated Drinks","1.54","34.42"
"Germany","South","Competitor_A","Juices","5.41","40.15"
"India","South","Competitor_A","Carbonated Drinks","5.99","31.84"
"Brazil","North","Competitor_B","Water","9.05","23.84"
"Brazil","East","Competitor_C","Water","7.06","14.29"
"Germany","South","Competitor_B","Juices","3.34","18.46"
"China","North","Competitor_C","Carbonated Drinks","2.57","40.32"
"Brazil","East","Competitor_C","Carbonated Drinks","1.19","49"
"China","North","Competitor_C","Juices","5.91","47.41"
"China","West","Competitor_B","Water","1.34","14.04"
"India","South","Competitor_A","Carbonated Drinks","1.17","32.67"
"Brazil","East","Competitor_C","Juices","9.92","23.99"
"Germany","East","Competitor_C","Water","4.41","27.02"
"China","West","Competitor_C","Juices","2.41","34.98"
"USA","North","Competitor_C","Carbonated Drinks","7.87","47.75"
"Germany","West","Competitor_B","Juices","2.63","11.25"
"China","East","Competitor_C","Carbonated Drinks","4.38","11.04"
"USA","South","Competitor_C","Water","9.06","18.31"
"Germany","East","Competitor_C","Carbonated Drinks","6.45","37.14"
"Brazil","North","Competitor_A","Carbonated Drinks","1.23","46.55"
"USA","East","Competitor_B","Water","7.26","24.4"
"Brazil","North","Competitor_C","Water","5.88","11.64"
"China","North","Competitor_A","Water","5.2","23.47"
"China","North","Competitor_A","Carbonated Drinks","7.98","41.11"
"Germany","South","Competitor_C","Carbonated Drinks","9.5","35.94"
"USA","North","Competitor_A","Water","3.33","29.97"
"Brazil","North","Competitor_A","Carbonated Drinks","2.87","47.78"
"USA","East","Competitor_B","Carbonated Drinks","2.44","42.76"
"USA","West","Competitor_A","Carbonated Drinks","7.91","33.89"
"China","North","Competitor_B","Carbonated Drinks","3.02","25.16"
"China","East","Competitor_A","Water","9.81","21.49"
"India","South","Competitor_B","Juices","1.39","23.68"
"India","West","Competitor_B","Carbonated Drinks","9.56","45.87"
"Brazil","South","Competitor_A","Water","9.36","38.95"
"India","East","Competitor_A","Water","6.76","45.37"
"China","South","Competitor_A","Carbonated Drinks","6.39","27.75"
"India","North","Competitor_B","Water","1.92","38.11"
"Germany","South","Competitor_C","Carbonated Drinks","2.37","26.6"
"India","East","Competitor_A","Water","4.45","47.38"
"USA","East","Competitor_A","Juices","8.73","34.41"
"China","East","Competitor_B","Carbonated Drinks","1.63","14.96"
"USA","West","Competitor_C","Carbonated Drinks","5.33","26.94"
"India","West","Competitor_B","Water","7.76","22.2"
"Brazil","East","Competitor_B","Carbonated Drinks","9.16","42.2"
"USA","South","Competitor_C","Water","7.01","28.22"
"Germany","North","Competitor_C","Water","6.49","43.38"
"Germany","South","Competitor_C","Carbonated Drinks","8.33","21.58"
"USA","West","Competitor_B","Carbonated Drinks","1.87","26.3"
"USA","North","Competitor_C","Water","1.47","19.65"
"USA","East","Competitor_B","Water","4.5","37.56"
"USA","South","Competitor_C","Juices","5.16","18.11"
"China","South","Competitor_C","Water","2.08","30.1"
"Brazil","East","Competitor_C","Juices","7.8","47.63"
"USA","South","Competitor_A","Water","8.98","15.2"
"USA","North","Competitor_B","Water","7.79","13.76"
"Germany","South","Competitor_B","Juices","4.76","26.83"
"USA","East","Competitor_C","Juices","8.31","31.46"
"China","West","Competitor_C","Juices","5.15","22.15"
"Germany","East","Competitor_A","Water","8.11","14.11"
"Germany","North","Competitor_B","Juices","9.16","35.2"
"USA","West","Competitor_C","Juices","1.81","17.01"
"USA","East","Competitor_B","Carbonated Drinks","1.25","16.29"
"USA","West","Competitor_C","Water","4.14","12.98"
"Brazil","South","Competitor_B","Water","1.06","39.6"
"India","South","Competitor_B","Juices","2.06","21.3"
"USA","East","Competitor_C","Carbonated Drinks","2.09","48.56"
"China","West","Competitor_B","Carbonated Drinks","1.07","30.81"
"China","West","Competitor_A","Juices","4.16","38.02"
"China","East","Competitor_C","Juices","1.49","23.83"
"India","North","Competitor_B","Carbonated Drinks","7.67","17.24"
"China","North","Competitor_C","Water","3.17","44.08"
"India","North","Competitor_C","Water","6.03","46.16"
"China","East","Competitor_C","Carbonated Drinks","2.89","35.97"
"Germany","North","Competitor_B","Water","7.44","26.6"
"China","East","Competitor_A","Water","6.75","34.82"
"India","North","Competitor_B","Water","8.8","20.21"
"Germany","East","Competitor_A","Water","6.94","37.04"
"USA","West","Competitor_C","Carbonated Drinks","5.23","46.38"
"Germany","East","Competitor_C","Water","4.3","21.49"
"Germany","North","Competitor_C","Carbonated Drinks","9.45","29.07"
"USA","North","Competitor_A","Carbonated Drinks","6.77","46.11"
"Brazil","West","Competitor_A","Juices","7.74","24.02"
"China","West","Competitor_B","Carbonated Drinks","6.62","47.18"
"USA","West","Competitor_A","Juices","6.83","23.61"
"Germany","North","Competitor_B","Water","7.77","44.91"
"India","South","Competitor_B","Juices","9.05","37.47"
"India","South","Competitor_C","Water","8.41","44.01"
"India","North","Competitor_A","Juices","8.25","10.1"
"China","West","Competitor_A","Water","8.09","43.86"
"India","East","Competitor_C","Carbonated Drinks","1.13","30.1"
"India","East","Competitor_A","Water","6.82","39.79"
"Brazil","North","Competitor_A","Water","6.94","49.04"
"India","South","Competitor_B","Carbonated Drinks","3.79","16.64"
"USA","South","Competitor_B","Juices","4.31","15.39"
"Germany","West","Competitor_B","Carbonated Drinks","2.29","15.07"
"USA","North","Competitor_A","Juices","2.12","37.83"
"India","South","Competitor_B","Juices","6.67","32.83"
"USA","South","Competitor_B","Water","3.67","41.66"
"Brazil","West","Competitor_C","Juices","1.7","13.6"
"India","East","Competitor_B","Carbonated Drinks","4.42","13.32"
"USA","East","Competitor_A","Carbonated Drinks","6.96","13.08"
"Brazil","South","Competitor_C","Juices","3.31","48.62"
"China","South","Competitor_C","Water","8.81","27.65"
"USA","South","Competitor_B","Carbonated Drinks","9.92","16.51"
"India","West","Competitor_A","Juices","6.56","22.38"
"India","North","Competitor_C","Juices","7.57","10.05"
"China","North","Competitor_A","Juices","3.13","15.99"
"Germany","East","Competitor_A","Juices","9.17","18.18"
"India","East","Competitor_A","Juices","5.03","35.62"
"Brazil","South","Competitor_A","Juices","6.16","36.89"
"Germany","West","Competitor_C","Juices","3.54","32.38"
"India","North","Competitor_B","Juices","6.3","49.35"
"USA","East","Competitor_A","Carbonated Drinks","8.34","16.01"
"India","North","Competitor_B","Carbonated Drinks","8.08","37.38"
"Germany","North","Competitor_B","Juices","5.74","26.79"
"USA","North","Competitor_B","Juices","5.45","42.37"
"India","East","Competitor_A","Carbonated Drinks","6.77","42.35"
"China","West","Competitor_C","Carbonated Drinks","8.84","16.89"
"China","South","Competitor_A","Juices","3.41","20.84"
"Germany","West","Competitor_C","Water","7.15","49.34"
